source_date,original_source,vessel_name,imo,ircs,mmsi,national_registry,vessel_flag_alpha3,sprfmo_vessel_id,vessel_type,gear_type_fao,length_metric_type,length_value,length_unit,gross_tonnage_value,gross_tonnage_unit,gross_register_tonnage_value,gross_register_tonnage_unit,moulded_depth_value,moulded_depth_unit,beam_value,beam_unit,engine_power_value,engine_power_unit,fish_hold_volume_value,fish_hold_volume_unit,build_year,build_location,build_country_id,authorization_status,auth_start_date,auth_end_date,flag_registered_date,authorizing_country_id,participant_group,previous_names,previous_flag,port_registry
2025-08-26,SPRFMO,HUAYING77,8779475.0,BZ8VL,,(ZHE)CHUAN  DENG (JI)(2024)FT-200182,CHN,,LP,09.1,length_loa,59.62,METER,954.0,,954.0,,6.2,METER,9.8,METER,882.0,KW,1385.6,CUBIC_METER,,TAI ZHOU,,AUTHORIZED,2024-10-23,2029-03-30,2019-04-01,CHN,,JIN HAI YANG 1,,zhoushan
2025-08-26,SPRFMO,HUAYING76,8779487.0,BZ9VL,,(ZHE)CHUAN  DENG (JI)(2024)FT-200181,CHN,,LP,09.1,length_loa,59.62,METER,954.0,,954.0,,6.2,METER,9.8,METER,882.0,KW,1385.6,CUBIC_METER,,TAI ZHOU,,AUTHORIZED,2024-10-23,2029-03-30,2019-04-01,CHN,,JIN HAI YANG 2,,zhoushan
2025-08-26,SPRFMO,JING YUAN 608,8676037.0,BZZT7,,(LU)CHUANDENG(JI)(2023)FT-200230,CHN,,LO,09.1,length_loa,67.73,METER,1372.0,,1372.0,,7.0,METER,11.3,METER,1470.0,KW,1300.93,CUBIC_METER,,rongcheng,,AUTHORIZED,2024-07-26,2029-03-30,2017-07-07,CHN,,DA YANG 1 HAO,,PENG LAI
2025-08-26,SPRFMO,LIAN HE 601,,BZ7VM,,(ZHE)CHUAN DENG (JI)(2011)FT-200131 HAO,CHN,,LP,09,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,NINGBO,,UNAUTHORIZED,2014-05-19,2016-03-31,2013-04-01,CHN,,,,NINGBO
2025-08-26,SPRFMO,LIAN HE 602,,BZ8VM,,(ZHE) CHUAN DENG (JI)(2011) FT-200132HAO,CHN,,LP,09,length_lbp,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,673.96,CUBIC_METER,,NINGBO,,UNAUTHORIZED,2013-04-01,2016-03-31,2013-04-01,CHN,,,,NINGBO
2025-08-26,SPRFMO,NING TAI 87,8778689.0,BZV9O,,(ZHE)CHUAN  DENG (JI)(2024)FT-200064,CHN,,LP,09.1,length_loa,44.98,METER,498.0,,498.0,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,NINGBO,,AUTHORIZED,2025-02-12,2029-03-30,2017-04-01,CHN,,LIAN HE 607,,ZHOU SHAN
2025-08-26,SPRFMO,LIAN HE 608,,BZ1VN,,(ZHE)CHUAN DENG (JI)(2011)FT-200130 HAO,CHN,,LP,09,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,NINGBO,,UNAUTHORIZED,2014-05-19,2016-03-31,2013-04-01,CHN,,,,NINGBO
2025-08-26,SPRFMO,HAI DE LI 779,7921095.0,BZTY4,,(ZHE)CHUAN  DENG (JI)(2017)FT-200168HAO,CHN,,LP,09,length_loa,44.13,METER,598.0,,,,3.65,METER,8.6,METER,735.0,KW,511.0,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2017-11-06,2022-08-01,2017-11-06,CHN,,LIAO JIN XING 805,,ZhouShan
2025-08-26,SPRFMO,LIAO JIN YU 78,7920106.0,BZ8UO,,(ZHE)CHUAN  DENG (JI)(2017)FT-200035Hao,CHN,,LP,09.1,length_loa,44.7,METER,592.0,,,,3.6,METER,8.6,METER,955.5,KW,460.14,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2017-06-12,2022-08-01,2017-03-16,CHN,,,,zhoushan
2025-08-26,SPRFMO,LIAO JIN YU 88,8122294.0,BZ9UO,,(ZHE)CHUANDENG(JI)(2015)FT-200079,CHN,,LP,09.1,length_loa,44.0,METER,590.0,,,,3.65,METER,8.6,METER,735.0,KW,406.22,CUBIC_METER,,Japan,JPN,UNAUTHORIZED,2017-04-01,2022-08-01,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,JIADE27,8774841.0,BAMB,,(ZHE)CHUAN  DENG (JI)(2024)FT-200072,CHN,,LP,09.1,length_loa,59.82,METER,921.0,,,,6.4,METER,9.5,METER,971.0,KW,885.0,CUBIC_METER,,dalian,,AUTHORIZED,2024-06-28,2029-03-30,2017-04-01,CHN,,HAIFENGLONG9,CHN,ZHOU SHAN
2025-08-26,SPRFMO,JINHAI857,8774968.0,BAMC,,(ZHE)CHUAN  DENG (JI)(2022)FT-200185,CHN,,LP,09.1,length_loa,59.82,METER,921.0,,,,6.4,METER,9.5,METER,971.0,KW,880.0,CUBIC_METER,,dalian,,AUTHORIZED,2023-01-03,2027-03-31,2017-04-01,CHN,,LIAO YU 6,CHN,ZHOU SHAN
2025-08-26,SPRFMO,LU RONG YU 0817,,,412699630,(LU)CHUAN DENG (JI)(2011) FT-100003 HAO,CHN,,LP,09,length_loa,36.99,METER,236.0,,,,3.5,METER,7.0,METER,330.0,KW,235.0,CUBIC_METER,,rongcheng,,UNAUTHORIZED,2013-04-01,2016-03-31,2013-04-01,CHN,,,,shidao
2025-08-26,SPRFMO,LU RONG YU 0818,,,412699640,(LU)CHUAN DENG (JI)(2011) FT-100004 HAO,CHN,,LP,09,length_loa,36.99,METER,236.0,,,,3.5,METER,7.0,METER,330.0,KW,235.0,CUBIC_METER,,rongcheng,,UNAUTHORIZED,2013-04-01,2016-03-31,2013-04-01,CHN,,,,shidao
2025-08-26,SPRFMO,LU RONG YU 0819,,,412699650,(LU)CHUAN DENG (JI)(2011) FT-100005 HAO,CHN,,LP,09,length_loa,36.99,METER,236.0,,,,3.5,METER,7.0,METER,330.0,KW,235.0,CUBIC_METER,,rongcheng,,UNAUTHORIZED,2013-04-01,2016-03-31,2013-04-01,CHN,,,,shidao
2025-08-26,SPRFMO,LU RONG YU 0820,,,412699660,(LU)CHUAN DENG (JI)(2011) FT-100006 HAO,CHN,,LP,09,length_loa,36.99,METER,236.0,,,,3.5,METER,7.0,METER,330.0,KW,235.0,CUBIC_METER,,rongcheng,,UNAUTHORIZED,2013-04-01,2016-03-31,2013-04-01,CHN,,,,shidao
2025-08-26,SPRFMO,LU RONG YU1965,,,412694870,(LU)CHUAN DENG (JI)(2013) FT-200210 HAO,CHN,,LP,09,length_loa,36.98,METER,233.0,,,,3.5,METER,7.0,METER,540.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU1966,,,412694880,(LU)CHUAN DENG (JI)(2013) FT-200211 HAO,CHN,,LP,09,length_loa,36.98,METER,233.0,,,,3.5,METER,7.0,METER,540.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2659,,,412328190,(LU)CHUAN DENG (JI)(2013) FT-100032 HAO,CHN,,LP,09,length_loa,37.12,METER,247.0,,,,3.5,METER,7.0,METER,350.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2660,,,412328210,(LU)CHUAN DENG (JI)(2013) FT-100033 HAO,CHN,,LP,09,length_loa,37.12,METER,247.0,,,,3.5,METER,7.0,METER,350.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2017-03-31,2014-04-01,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2679,,,412692680,(LU)CHUAN DENG (JI)(2013) FT-200212 HAO,CHN,,LP,09,length_loa,36.98,METER,233.0,,,,3.5,METER,7.0,METER,540.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2680,,,412692690,(LU)CHUAN DENG (JI)(2013) FT-200213 HAO,CHN,,LP,09,length_loa,36.98,METER,233.0,,,,3.5,METER,7.0,METER,540.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2681,,,412692710,(LU)CHUAN DENG (JI)(2013) FT-200215 HAO,CHN,,LP,09,length_loa,36.98,METER,233.0,,,,3.5,METER,7.0,METER,540.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2859,,,412699270,(LU)CHUAN DENG (JI)(2013) FT-100001 HAO,CHN,,LP,09,length_loa,36.98,METER,238.0,,,,3.5,METER,7.0,METER,350.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YU2860,,,412699280,(LU)CHUAN DENG (JI)(2013) FT-100002 HAO,CHN,,LP,09,length_loa,36.98,METER,238.0,,,,3.5,METER,7.0,METER,350.0,KW,290.5,CUBIC_METER,,Rongcheng Shandong,,UNAUTHORIZED,2014-04-01,2015-03-31,,CHN,,,,Shidao
2025-08-26,SPRFMO,LU RONG YUAN YU 777,8776332.0,BBZM7,,(LU)CHUAN DENG(JI) (2022)FT-200129,CHN,,LP,09.1,length_loa,67.68,METER,1497.0,,,,7.0,METER,11.3,METER,1760.0,KW,1799.01,CUBIC_METER,,SHANDONGSHENG RONGCHENGSHI,,AUTHORIZED,2016-12-24,2026-03-31,2016-06-20,CHN,,,,shidao
2025-08-26,SPRFMO,LU RONG YUAN YU 779,8776320.0,BBIT9,,(LU)CHUAN DENG(JI) (2022)FT-200130,CHN,,LP,09.1,length_loa,67.68,METER,1491.0,,,,7.0,METER,11.3,METER,1760.0,KW,1799.01,CUBIC_METER,,SHANDONGSHENG RONGCHENGSHI,,AUTHORIZED,2022-12-16,2026-03-31,2019-04-01,CHN,,,,shidao
2025-08-26,SPRFMO,MING XIANG 801,8776124.0,BZ9VC,,(ZHE)CHUAN DENG(JI))(2022)FT-200132,CHN,,LP,09.1,length_loa,59.62,METER,942.0,,,,6.2,METER,9.8,METER,1545.0,KW,845.0,CUBIC_METER,,NING BO /CHINA,,AUTHORIZED,2017-06-10,2026-03-31,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,SHUNZE23,8776100.0,BZ1VD,,(ZHE)CHUANDENG (JI)(2023)FT-200172,CHN,,LP,09.1,length_loa,59.61,METER,949.0,,,,6.2,METER,9.8,METER,1540.0,KW,828.15,CUBIC_METER,,ningbo,,AUTHORIZED,2023-11-03,2028-03-31,2015-04-16,CHN,,MING XIANG 802,,zhoushan
2025-08-26,SPRFMO,HONGPU778,8776112.0,BZ2VD,,(ZHE)CHUAN  DENG (JI)(2023)FT-200143,CHN,,LP,09.1,length_loa,59.61,METER,949.0,,,,6.2,METER,9.8,METER,882.0,KW,828.15,CUBIC_METER,,ningbo,,AUTHORIZED,2023-10-19,2028-03-31,2015-04-16,CHN,,MING XIANG 803,,zhoushan
2025-08-26,SPRFMO,MING XIANG 807,8782733.0,BZ7VC,,(ZHE)CHUAN  DENG (JI)(2023)FT-200103,CHN,,LO,09.1,length_loa,44.98,METER,477.0,,,,3.8,METER,8.0,METER,735.0,KW,303.0,CUBIC_METER,,ningbo,,AUTHORIZED,2023-08-30,2028-04-01,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,HANYI16,8788189.0,BZ2VN,,(ZHE)CHUAN DENG(JI)(2023)FT-200175,CHN,,LP,09.1,length_loa,53.45,METER,718.0,,,,6.0,METER,8.6,METER,1000.0,KW,554.0,CUBIC_METER,,NING BO,,AUTHORIZED,2017-07-18,2028-03-31,2017-04-01,CHN,,MING XIANG 809,,zhoushan
2025-08-26,SPRFMO,MING XIANG 816,8777087.0,BZ3VN,,(ZHE)CHUAN DENG(JI)(2021)FT-200050,CHN,,LP,09.1,length_loa,53.45,METER,732.0,,,,6.0,METER,8.6,METER,1000.0,KW,517.0,CUBIC_METER,,ningbo,,AUTHORIZED,2025-03-16,2029-03-30,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,MING XIANG 817,8776253.0,BZ4VN,,(ZHE)CHUAN DENG(JI)(2021)FT-200101,CHN,,LP,09.1,length_loa,53.45,METER,718.0,,,,6.0,METER,8.6,METER,1000.0,KW,554.0,CUBIC_METER,,NING BO /CHINA,,AUTHORIZED,2025-02-26,2029-03-30,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,MING XIANG 818,8781301.0,BZ5VN,,(ZHE)CHUAN DENG(JI)(2022)FT-200011,CHN,,LP,09.1,length_loa,53.45,METER,731.0,,,,6.0,METER,8.6,METER,1000.0,KW,659.8,CUBIC_METER,,ZHE JIANG/CHINA,,AUTHORIZED,2025-03-17,2029-03-30,2017-04-20,CHN,,,,zhoushan
2025-08-26,SPRFMO,SHUNZE87,8774750.0,BZ8VN,,(ZHE)CHUAN DENG(JI)(2022)FT-200042,CHN,,LP,09.1,length_loa,59.67,METER,946.0,,,,6.2,METER,9.8,METER,1400.0,KW,1044.64,CUBIC_METER,,ZHOUSHAN,,AUTHORIZED,2022-05-26,2027-04-02,2019-04-01,CHN,,MING ZHOU 6,,zhoushan
2025-08-26,SPRFMO,MING ZHOU 8,8774762.0,BZ9VN,,(ZHE)CHUAN  DENG (JI)(2022)FT-200101,CHN,,LP,09.1,length_loa,59.67,METER,946.0,,,,6.2,METER,9.8,METER,1400.0,KW,815.93,CUBIC_METER,,ZHOUSHAN,,AUTHORIZED,2022-06-28,2027-03-31,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 1,8777623.0,BZ6VB,,(ZHE)CHUANDENG(JI)(2024)FT-200035,CHN,,LP,09.1,length_loa,44.98,METER,453.0,,453.0,,3.8,METER,8.0,METER,698.0,KW,312.52,CUBIC_METER,,XIANGSHAN,,AUTHORIZED,2023-01-05,2027-03-31,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 11,8778641.0,BZ3VL,,(ZHE)CHUAN  DENG (JI)(2024)FT-200063,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,662.0,KW,640.36,CUBIC_METER,,TAI ZHOU,,AUTHORIZED,2017-04-01,2026-03-31,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 16,8778627.0,BZ5VQ,,(ZHE)CHUAN  DENG (JI)(2022)FT-200115,CHN,,LP,09.1,length_loa,53.45,METER,735.0,,735.0,,6.0,METER,8.6,METER,1000.0,KW,516.92,CUBIC_METER,,Zhoushah,,AUTHORIZED,2022-12-08,2027-03-31,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 17,8778653.0,BZ8VT,,(ZHE) CHUAN  DENG (JI)(2022)FT-200098,CHN,,LP,09.1,length_loa,44.98,METER,498.0,,498.0,,3.8,METER,8.0,METER,662.0,KW,420.54,CUBIC_METER,,NingBo,,AUTHORIZED,2022-12-08,2027-03-31,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 18,8778665.0,BZ4VL,,(ZHE)CHUANDENG(JI)(2022)FT-200014,CHN,,LP,09.1,length_lbp,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,662.0,KW,420.54,CUBIC_METER,,NingBo,,AUTHORIZED,2022-12-09,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 19,8780058.0,BZ5VL,,(ZHE)CHUAN  DENG (JI)(2021)FT-200046,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,,,3.8,METER,8.0,METER,551.0,KW,328.0,CUBIC_METER,,NingBo,,AUTHORIZED,2023-01-11,2027-03-31,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 2,8777635.0,BZ7VB,,(ZHE)CHUANDENG(JI)(2024)FT-200036,CHN,,LP,09.1,length_loa,44.98,METER,453.0,,,,3.8,METER,8.0,METER,698.0,KW,313.52,CUBIC_METER,,ZHOU SHAN,,AUTHORIZED,2023-01-05,2027-03-31,2019-04-01,CHN,,,,XIANGSHAN
2025-08-26,SPRFMO,NING TAI 26,8782757.0,BZ6VL,,(ZHE)CHUAN  DENG (JI)(2021)FT-200118,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,,,3.8,METER,8.0,METER,551.0,KW,328.46,CUBIC_METER,,Putuo,,AUTHORIZED,2025-01-16,2029-03-30,2020-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,SHUN ZE 815,8780369.0,BZ8VR,,(ZHE)CHUANDENG(JI)(2024)FT-200157,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,,,3.8,METER,8.0,METER,662.0,KW,463.03,CUBIC_METER,,Taizhou,,AUTHORIZED,2024-08-20,2029-03-30,2018-02-27,CHN,,NING TAI 3,,zhoushan
2025-08-26,SPRFMO,NING TAI 36,8778744.0,BZ4VI,,(ZHE)CHUAN  DENG (JI)(2015)FT-200099,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,NingBo,,UNAUTHORIZED,2017-04-01,2020-12-31,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 38,8779047.0,BZ7VL,,(ZHE)CHUAN  DENG (JI)(2018)FT-200163,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,735.0,KW,640.0,CUBIC_METER,,TaiZhou,,AUTHORIZED,2025-02-12,2029-03-30,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 39,,BZ5VI,,(ZHE)CHUAN DENG (JI)(2011)FT-200061 HAO,CHN,,LP,09,length_loa,44.98,METER,496.0,,,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,NingBo,,UNAUTHORIZED,2014-04-01,2017-03-31,2012-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 5,8777647.0,BZ6VT,,(ZHE) CHUAN  DENG (JI)(2022)FT-200116,CHN,,LP,09.1,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,420.54,CUBIC_METER,,NingBo,,AUTHORIZED,2022-12-08,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 57,8779073.0,BZ9VR,,(ZHE)CHUAN  DENG (JI)(2022)FT-200113,CHN,,LP,09.1,length_loa,59.62,METER,955.0,,,,6.2,METER,9.8,METER,1400.0,KW,816.0,CUBIC_METER,,NingBo,,AUTHORIZED,2022-12-08,2027-03-31,2019-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 58,8779085.0,BZ7VQ,,(ZHE)CHUAN  DENG (JI)(2023)FT-200079,CHN,,LP,09.1,length_loa,57.5,METER,950.0,,,,6.2,METER,9.8,METER,1400.0,KW,1044.64,CUBIC_METER,,NingBo,,AUTHORIZED,2022-10-25,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 6,8777659.0,BZ4VF,,(ZHE)CHUAN  DENG (JI)(2024)FT-200171,CHN,,LP,09.1,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,328.46,CUBIC_METER,,Xiangshan,,AUTHORIZED,2023-01-05,2027-12-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 7,8777661.0,BZ5VF,,(ZHE)CHUAN  DENG (JI)(2022)FT-200009,CHN,,LP,09.1,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,662.0,KW,328.0,CUBIC_METER,,NingBo,,AUTHORIZED,2022-12-09,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 8,8778639.0,BZ1VL,,(ZHE)CHUAN  DENG (JI)(2020)FT-200114,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,551.0,KW,640.36,CUBIC_METER,,TaiZhou,,AUTHORIZED,2025-02-12,2029-03-30,2017-03-30,CHN,,,,zhoushan
2025-08-26,SPRFMO,NING TAI 9,8776576.0,BZ2VL,,(ZHE)CHUANDENG (JI)(2021)FT-200126,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,,,3.8,METER,8.0,METER,662.0,KW,640.36,CUBIC_METER,,TaiZhou,,UNAUTHORIZED,2022-01-29,2022-10-13,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,OU YA 7,8782939.0,BZ7VS,,(ZHE)CHUAN DENG (JI)(2021) FT-200116,CHN,,LP,09.1,length_loa,59.62,METER,955.0,,,,6.2,METER,9.8,METER,1471.0,KW,815.96,CUBIC_METER,,ningbo,,AUTHORIZED,2022-01-25,2026-03-31,2017-04-01,CHN,,,,ZHOUSHAN
2025-08-26,SPRFMO,OU YA 8,8782941.0,BZ8VS,,(ZHE)CHUAN DENG (JI)(2021) FT-200117,CHN,,LP,09.1,length_loa,59.62,METER,955.0,,,,6.2,METER,9.8,METER,1471.0,KW,815.96,CUBIC_METER,,ningbo,,AUTHORIZED,2022-01-25,2026-03-31,2017-04-01,CHN,,,,ZHOUSHAN
2025-08-26,SPRFMO,OU YA 9,8782874.0,BZ9VS,,(ZHE)CHUANDENG(JI)(2025)FT-200051,CHN,,LO,09.1,length_loa,59.62,METER,955.0,,,,6.2,METER,9.8,METER,882.0,KW,815.95,CUBIC_METER,,ningbo,,AUTHORIZED,2025-03-12,2029-03-30,2017-04-01,CHN,,,,ningbo
2025-08-26,SPRFMO,PU YUAN 768,8776227.0,BZ5VP,,(ZHE)CHUAN DENG(JI)(2024)FT-200080,CHN,,LP,09,length_loa,53.07,METER,730.0,,,,6.0,METER,8.6,METER,698.0,KW,517.0,CUBIC_METER,,ningbo,,AUTHORIZED,2017-01-20,2026-03-31,2015-01-26,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 777,8779437.0,BZ6VP,,(ZHE)CHUAN  DENG (JI)(2024)FT-200091,CHN,,LP,09.1,length_loa,53.45,METER,722.0,,722.0,,6.0,METER,8.6,METER,1000.0,KW,556.03,CUBIC_METER,,ningbo,,AUTHORIZED,2024-05-31,2029-03-30,2024-05-31,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 801,8779920.0,BZ2UP,,(ZHE)CHUAN  DENG (JI)(2018)FT-200003,CHN,,LP,09.1,length_loa,41.71,METER,430.0,,,,3.8,METER,8.0,METER,698.0,KW,284.01,CUBIC_METER,,daishan zhejiang,,UNAUTHORIZED,2018-02-08,2024-04-26,2017-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 802,8779932.0,BZ1VA,,(ZHE)CHUANDENG(JI)(2023)FT-200124,CHN,,LP,09.1,length_loa,44.98,METER,477.0,,477.0,,3.8,METER,8.0,METER,735.0,KW,301.0,CUBIC_METER,,ningbo,,AUTHORIZED,2019-04-28,2028-03-30,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 803,8776150.0,BZ2VA,,(ZHE)CHUAN DENG(JI)(2022)FT-200144,CHN,,LP,09,length_loa,44.98,METER,478.0,,,,3.8,METER,8.0,METER,735.0,KW,296.45,CUBIC_METER,,putuo zhejiang,,AUTHORIZED,2025-01-16,2029-03-30,2017-09-30,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 805,8778603.0,BZ1VO,,(ZHE)CHUAN  DENG (JI)(2024)FT-200076,CHN,,LP,09.1,length_loa,44.98,METER,496.0,,496.0,,3.8,METER,8.0,METER,551.0,KW,356.12,CUBIC_METER,,daishan zhejiang,,AUTHORIZED,2024-07-09,2029-03-30,2024-07-09,CHN,,,,zhoushan
2025-08-26,SPRFMO,SHUNZE868,8779982.0,BZ3VA,,(ZHE)CHUANDENG (JI)(2023)FT-200140,CHN,,LO,09.1,length_loa,44.98,METER,495.0,,,,3.8,METER,8.0,METER,750.0,KW,332.26,CUBIC_METER,,ningbo,,AUTHORIZED,2023-10-24,2028-03-31,2020-04-01,CHN,,PU YUAN 806,,zhoushan
2025-08-26,SPRFMO,PU YUAN 807,8779140.0,BZ4VA,,(ZHE)CHUAN  DENG (JI)(2022)FT-200173,CHN,,LP,09.1,length_loa,44.98,METER,495.0,,495.0,,3.8,METER,8.0,METER,551.0,KW,301.3,CUBIC_METER,,ningbo,,AUTHORIZED,2024-07-23,2029-03-30,2024-07-23,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 808,8776162.0,BZ5VA,,(ZHE)CHUAN DENG (JI)(2021)FT-200068,CHN,,LP,09,length_loa,44.98,METER,478.0,,,,3.8,METER,8.0,METER,735.0,KW,330.0,CUBIC_METER,,putuo zhejiang,,AUTHORIZED,2017-02-04,2026-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 811,8780254.0,BZ6VA,,(ZHE)CHUAN  DENG (JI)(2021)FT-200094,CHN,,LP,09.1,length_loa,44.98,METER,491.0,,,,3.8,METER,8.0,METER,735.0,KW,322.73,CUBIC_METER,,ningbo,,AUTHORIZED,2024-04-21,2029-03-30,2017-03-16,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 816,8779449.0,BZ7VA,,(ZHE)CHUAN  DENG (JI)(2023)FT-200026,CHN,,LO,09.1,length_loa,44.98,METER,477.0,,477.0,,3.8,METER,8.0,METER,735.0,KW,301.3,CUBIC_METER,,Ning bo,,AUTHORIZED,2025-07-31,2030-03-30,2018-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 817,8783543.0,BZ8VA,,(ZHE)CHUANDENG(JI)(2021)FT-200064,CHN,,LP,09.1,length_loa,44.98,METER,477.0,,477.0,,3.8,METER,8.0,METER,735.0,KW,303.0,CUBIC_METER,,ningbo,,AUTHORIZED,2018-02-08,2026-04-01,2017-03-31,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 818,8776174.0,BZ9VA,,(ZHE)CHUAN DENG(JI)(2024)FT-200011,CHN,,LP,09,length_loa,44.98,METER,482.0,,,,3.8,METER,8.0,METER,882.0,KW,330.0,CUBIC_METER,,daishan zhejiang,,AUTHORIZED,2022-09-09,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,PU YUAN 819,8776186.0,BZ2VO,,(ZHE)CHUAN DENG(JI)(2025)FT-200062,CHN,,LO,09,length_loa,44.98,METER,498.0,,,,3.8,METER,8.0,METER,735.0,KW,330.0,CUBIC_METER,,xiangshan ningbo,,AUTHORIZED,2022-09-09,2027-03-31,2016-04-01,CHN,,,,zhoushan
2025-08-26,SPRFMO,HAN YI 788,8776239.0,BZ4VB,,(ZHE)CHUAN DENG(JI)(2022)FT-200100,CHN,,LP,09.1,length_loa,44.98,METER,491.0,,,,3.8,METER,8.0,METER,735.0,KW,482.0,CUBIC_METER,,xiangshan ningbo,,AUTHORIZED,2022-09-09,2027-03-31,2016-10-09,CHN,,,,zhoushan
