source_date,original_source,vessel_name,imo,ircs,mmsi,national_registry,vessel_flag_alpha3,npfc_vessel_id,vessel_type_code,port_of_registry,fishing_method_code,external_marking,previous_name,previous_flag_alpha3,previous_registry,previous_port_registry,communication_details,freezer_type_enum,freezer_unit_enum,freezer_type_raw,freezer_unit_raw,crew_size,length_value,length_metric_type,length_unit_enum,depth_value,depth_metric_type,depth_unit_enum,beam_value,beam_metric_type,beam_unit_enum,tonnage_value,tonnage_metric_type,engine_power,engine_power_unit_enum,fish_hold_capacity,freezer_capacity
2025-08-26,NPFC,JIN HAI 866,8779190,BZU4R,412421357,(ZHE)CHUANDENG(JI)(2020)FT-200142,CHN,366,LH,Zhoushan,LHP,,,,,,Satelite-based Telephony: 17497026650,ICE,TONS / DAY,Ice,Tons / Day,40.0,44.98,length_loa,METER,4.0,moulded_depth,METER,8.0,moulded_beam,METER,542.0,gross_register_tonnage,735.0,KW,398.67,40.0
2025-08-26,NPFC,JIN HAI 868,8779152,BZ4VG,412420427,(ZHE)CHUAN  DENG (JI)(2024)FT-200098,CHN,363,LH,Zhoushan,LHP,,,,,,Satelite-based Telephony: 17498503909,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,40.0,44.98,length_loa,METER,3.8,moulded_depth,METER,8.0,moulded_beam,METER,498.0,gross_register_tonnage,662.0,KW,328.46,40.0
2025-08-26,NPFC,JIN HAI 878,8779176,BZ5VG,412420431,(ZHE)CHUAN  DENG (JI)(2024)FT-200097,CHN,364,LH,Zhoushan,LHP,,,,,,Satelite-based Telephony:17498540071,AIR_BLAST,TONS / DAY,Air Blast,Tons / Day,40.0,44.98,length_loa,METER,3.8,moulded_depth,METER,8.0,moulded_beam,METER,498.0,gross_register_tonnage,662.0,KW,328.46,16.0
2025-08-26,NPFC,JIN HAI 886,8779188,BZ6VG,412420609,(ZHE)CHUAN  DENG (JI)(2024)FT-200096,CHN,365,LH,Zhoushan,LHP,,,,,,Satelite-based Telephony: 17498504881,ICE,TONS / DAY,Ice,Tons / Day,40.0,44.98,length_loa,METER,3.8,moulded_depth,METER,8.0,moulded_beam,METER,498.0,gross_register_tonnage,662.0,KW,328.46,16.0
2025-08-26,NPFC,JIN HAI 888,8779906,BZ3VI,412420577,(ZHE)CHUAN DENG(JI)(2024)FT-200282,CHN,1597,LH,Zhoushan,LHP,,,,,,Satelite-based telephony  17498500231,,KW,,,40.0,44.98,length_loa,METER,3.8,moulded_depth,METER,8.0,moulded_beam,METER,496.0,gross_register_tonnage,662.0,KW,334.16,
2025-08-26,NPFC,JIN HAI858,8779839,BZ5VB,412420231,(ZHE)CHUAN DENG(JI)(2024)FT-200150,CHN,1771,LH,Zhoushan,LHP,,,,,,Satelite-based telephony  17498503307,,KW,,,42.0,44.98,length_loa,METER,3.8,moulded_depth,METER,8.0,moulded_beam,METER,457.0,gross_register_tonnage,698.0,KW,312.52,
2025-08-26,NPFC,JINFENG209,8776605,BZ6VR,412420799,(ZHE)CHUAN  DENG (JI)(2025)FT-200003,CHN,433,LH,Zhoushan,LHP,,HUA YING 209,,,,Satelite-based Telephony: 17498504219,ICE,TONS / DAY,Ice,Tons / Day,29.0,53.45,length_loa,METER,6.0,,METER,8.6,moulded_beam,METER,731.0,gross_register_tonnage,992.0,KW,515.0,56.0
2025-08-26,NPFC,JINFENG998,8775687,BZSE2,412331061,(ZHE)CHUANDENG(JI)(2025)FT-200064,CHN,713,"Stick-held dip netters (NS), Hand liner vessels (LH)",Zhoushan,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,LUPENGYUANYU079,,,,C: 441221175  Satelite-based Telephony: 17498530132  Other data service/deveices17498530132,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,2100.0,KW,1420.0,150.0
2025-08-26,NPFC,JING YUAN 601,8675966,BZZT2,412377320,(LU)CHUANDENG(JI)(2023)FT-200229,CHN,1638,LH,Penglai,LHP,,,,,,B:00870-773152500  C:441278912  Satelite-based telephony telephone:  00870-773254091  Other data service/deveices05805853120,,KW,,,33.0,64.3,length_loa,METER,6.7,moulded_depth,METER,10.8,moulded_beam,METER,1228.0,gross_register_tonnage,1470.0,KW,914.7,
2025-08-26,NPFC,JING YUAN 616,9768291,BZSF2,412331052,(LU)CHUANDENG(JI)(2023)FT-200231,CHN,612,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441201382  Satelite-based Telephony: 00870-773991267  FELCOM18441201382,,KW,,,52.0,67.85,length_rgl,METER,7.0,,METER,11.1,moulded_beam,METER,1419.0,gross_register_tonnage,2000.0,KW,1200.0,
2025-08-26,NPFC,JING YUAN 618,9768306,BZSF3,412331053,(LU)CHUANDENG(JI)(2023)FT-200232,CHN,613,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,(LU)CHUANDENG(JI)(2022)FT-200123,,C: 441201383  Satelite-based Telephony:  00870-773991273,,KW,,,52.0,67.85,length_rgl,METER,7.0,,METER,11.1,moulded_beam,METER,1419.0,gross_register_tonnage,2000.0,KW,1200.0,
2025-08-26,NPFC,JINHAI717,9834961,BZV2Y,412420996,(ZHE)CHUANDENG(JI)(2025)FT-200016,CHN,1074,LH,Zhoushan,LHP,,,,,,Satelite-based Telephony: 17498500302,ICE,TONS / DAY,Ice,Tons / Day,35.0,52.3,length_loa,METER,4.0,moulded_depth,METER,8.2,moulded_beam,METER,636.0,gross_register_tonnage,1000.0,KW,684.0,30.0
2025-08-26,NPFC,JU LONG JIA YA 14,8529014,BZYT7,412421152,(ZHE)CHUANDENG(JI)(2023)FT-200063,CHN,1857,LH,Zhoushan,LHP,,,,,,Satelite-based telephony  017498501168,,KW,,,30.0,42.24,length_loa,METER,4.2,moulded_depth,METER,8.5,moulded_beam,METER,512.0,gross_register_tonnage,1100.0,KW,620.3,
2025-08-26,NPFC,JU LONG JIA YA 22,8529038,BZYU7,412420105,(ZHE)CHUANDENG(JI)(2023)FT-200070,CHN,1858,LH,Zhoushan,LHP,,,,,,Satelite-based telephony  017498503191,,KW,,,30.0,42.24,length_loa,METER,4.2,moulded_depth,METER,8.5,moulded_beam,METER,512.0,gross_register_tonnage,1100.0,KW,620.3,
2025-08-26,NPFC,JU LONG JIA YA 28,8529040,BZYV5,412421165,(ZHE)CHUANDENG(JI)(2023)FT-200067,CHN,1951,LH,Zhoushan,LHP,,,,,,Satelite-based telephony：  telephone: 017498503262,,KW,,,30.0,42.24,length_loa,METER,4.2,,METER,8.5,moulded_beam,METER,512.0,gross_register_tonnage,1100.0,KW,665.74,
2025-08-26,NPFC,JU LONG JIA YA 3,8540513,BZYS4,412209135,(ZHE)CHUAN  DENG (JI)(2023)FT-200061,CHN,454,SP,Zhoushan,PS,,,,,,Satelite-based telephony-0580-5856194,,KW,,,25.0,50.7,length_loa,METER,4.6,moulded_depth,METER,9.8,moulded_beam,METER,965.0,gross_tonnage,1760.0,KW,898.0,
2025-08-26,NPFC,JULONGJIAYA  2,8540501,BZYS3,412209133,(ZHE)CHUAN  DENG (JI)(2024)FT-200173,CHN,1459,SP,Zhoushan,PS,,,,(ZHE)CHUAN  DENG (JI)(2019)FT-200165,,Satelite-based telephony - 17498501163,,KW,,,25.0,50.7,length_loa,METER,4.6,,METER,9.8,moulded_beam,METER,859.0,gross_register_tonnage,1760.0,KW,898.0,
2025-08-26,NPFC,JULONGJIAYA  5,8540537,BZYS6,412209137,(ZHE)CHUAN  DENG (JI)(2024)FT-200174,CHN,1460,SP,Zhoushan,PS,,,,(ZHE)CHUAN  DENG (JI)(2019)FT-200167,,Satelite-based telephony -17498506142,,KW,,,25.0,50.7,length_loa,METER,4.6,,METER,9.8,moulded_beam,METER,859.0,gross_register_tonnage,1760.0,KW,898.0,
2025-08-26,NPFC,JULONGJIAYA  6,8540226,BZYS7,412209138,(ZHE)CHUAN  DENG (JI)(2024)FT-200175,CHN,1461,SP,Zhoushan,PS,,,,(ZHE)CHUAN  DENG (JI)(2019)FT-200168,,Satelite-based telephony - 17498506172,,KW,,,25.0,50.7,length_loa,METER,4.6,,METER,9.8,moulded_beam,METER,859.0,gross_register_tonnage,1760.0,KW,898.0,
2025-08-26,NPFC,JULONGJIAYA10,8540264,BZYT3,412209143,(ZHE)CHUAN  DENG (JI)(2022)FT-200088,CHN,459,SP,Zhoushan,PS,,,,,,Satelite-based telephony  0580-5851632,,KW,,,25.0,50.7,length_loa,METER,4.6,moulded_depth,METER,9.8,moulded_beam,METER,997.0,gross_tonnage,1760.0,KW,898.0,
2025-08-26,NPFC,JULONGJIAYA12,8540276,BZYT5,412207532,(ZHE)CHUANDENG (JI)(2023)FT-200216,CHN,1848,LH,Zhoushan,LHP,,,,,,Satelite-based telephony  017498501053,,KW,,,30.0,42.24,length_loa,METER,4.2,moulded_depth,METER,8.5,moulded_beam,METER,515.0,gross_register_tonnage,1100.0,KW,620.0,
2025-08-26,NPFC,KAICHUANG101,9810604,BZW3A,412371219,(HU)CHUANDENG(JI)(2021)FT-200010,CHN,574,FO,Shanghai,,,,,,,F: 773120619,,KW,,,35.0,105.02,length_lbp,METER,9.75,moulded_depth,METER,16.5,moulded_beam,METER,4400.0,gross_register_tonnage,4500.0,KW,6031.81,
2025-08-26,NPFC,KAICHUANG102,9810616,BZW4A,412371221,(HU)CHUANDENG(JI)(2021)FT-200011,CHN,575,FO,Shanghai,,,,,,,Ｆ: 773120651,,KW,,,35.0,105.02,length_lbp,METER,9.75,,METER,16.5,moulded_beam,METER,4400.0,gross_register_tonnage,4500.0,KW,6031.81,
2025-08-26,NPFC,LANHAI101,9860051,BZZY9,412336829,12100000127405488J,CHN,1991,RT,Qingdao,,,,,,,Ｃ：HLD-6110\412336829  Ｆ：SAILOR 500  Satelite-based telephony：00870773907261,,KW,,,60.0,84.5,length_loa,METER,8.0,moulded_depth,METER,15.0,moulded_beam,METER,2883.0,gross_tonnage,2720.0,KW,240.0,
2025-08-26,NPFC,LONG TENG,8607373,BZZQ6,412270002,(YUE)CHUANDENG(JI)(2023)FT-200110,CHN,625,TT,,OTM,,PORECHYE,RUS,,,441203297/ 441202827      Satelite-based Telephony: 00870-773063802,,KW,,,130.0,107.61,length_lbp,METER,12.22,moulded_depth,METER,19.0,moulded_beam,METER,7765.0,gross_register_tonnage,5296.0,KW,3582.0,
2025-08-26,NPFC,LU HUANG YUAN YU 105,9717448,BZTE2,412329655,(LU)CHUANDENG(JI)(2023)FT-200083,CHN,593,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony: 870773253359,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.15,
2025-08-26,NPFC,LU HUANG YUAN YU 106,9717450,BZTE3,412329656,(LU)CHUANDENG(JI)(2023)FT-200086,CHN,594,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony:870773253742,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.2,
2025-08-26,NPFC,LU HUANG YUAN YU 107,9717462,BZTE4,412329657,(LU)CHUANDENG(JI)(2023)FT-200074,CHN,595,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony:870773253392,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.15,
2025-08-26,NPFC,LU HUANG YUAN YU 108,9717474,BZTE5,412329658,(LU)CHUANDENG(JI)(2023)FT-200085,CHN,596,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony: 870773253738,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.2,
2025-08-26,NPFC,LU HUANG YUAN YU 115,9752929,BZTE6,412331054,(LU)CHUANDENG(JI)(2023)FT-200084,CHN,597,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony: +8605805856307,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.2,
2025-08-26,NPFC,LU HUANG YUAN YU 117,8685478,BZTE8,412331087,(LU)CHUANDENG(JI)(2024)FT-200053,CHN,599,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony:008617498550135,,KW,,,62.0,70.87,length_rgl,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.2,
2025-08-26,NPFC,LU HUANG YUAN YU 118,9769556,BZTE9,412331088,(LU)CHUANDENG(JI)(2024)FT-200045,CHN,600,"Stick-held dip netters (NS), Hand liner vessels (LH)",Huangdao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,Satelite-based Telephony:   telephone:17498506239,,KW,,,62.0,70.87,length_loa,METER,7.3,,METER,11.6,moulded_beam,METER,1655.0,gross_register_tonnage,2100.0,KW,1638.15,
2025-08-26,NPFC,LU PENG YUAN YU 019,8775637,BZSD4,412331038,(LU)CHUANDENG(JI)(2023)FT-200183,CHN,815,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441220785  Satelite-based Telephony: 17498504203    Other data service/deveices17498504203,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,1912.0,KW,1420.0,150.0
2025-08-26,NPFC,LU PENG YUAN YU 029,8775663,BZSD7,412331041,(LU)CHUANDENG(JI)(2023)FT-200185,CHN,711,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441221158  Satelite-based Telephony: 17498501360    17498501360,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,1912.0,KW,1420.0,150.0
2025-08-26,NPFC,LU RONG YUAN YU 158,8775950,BBKV2,412331173,(LU)CHUANDENG(JI)(2024)FT-200102,CHN,1890,LH,Shidao,LHP,,,,LU)CHUANDENG(JI)(2020)FT-200032,,Ｃ441221188  Satelite-based telephony  telephone: 17498500830,,KW,,,33.0,67.68,length_loa,METER,7.0,moulded_depth,METER,11.3,moulded_beam,METER,1531.0,gross_register_tonnage,1540.0,KW,1792.26,
2025-08-26,NPFC,LU RONG YUAN YU 188,9840776,BZTS4,412333751,(LU)CHUANDENG(JI)(2022)FT-200144,CHN,1898,LH,Shidao,LHP,,,,,,telephone: 17498530020  534256,,KW,,,31.0,67.68,length_loa,METER,7.0,moulded_depth,METER,11.3,moulded_beam,METER,1531.0,gross_register_tonnage,1540.0,KW,1924.34,
2025-08-26,NPFC,LU RONG YUAN YU 198,9840788,BZTS5,412333752,(LU)CHUANDENG(JI)(2022)FT-200146,CHN,1891,LH,Shidao,LHP,,,,,,Satelite-based telephony  telephone: 17498540050  531618,,KW,,,29.0,67.68,length_loa,METER,7.0,moulded_depth,METER,11.3,moulded_beam,METER,1531.0,gross_register_tonnage,1540.0,KW,1924.34,
2025-08-26,NPFC,LU RONG YUAN YU 301,9895367,BZZU4,412549133,(LU)CHUANDENG(JI)(2024)FT-200037HAO,CHN,1722,SP,Shidao,PS,,,,,,Satelite-based telephony02136815095,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 302,9895379,BZZU5,412549134,(LU)CHUANDENG(JI)(2024)FT-200038HAO,CHN,1723,SP,Shidao,PS,,,,,,Satelite-based telephony02136815079,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 303,9895381,BZZU6,412549135,(LU)CHUANDENG(JI)(2024)FT-200039HAO,CHN,1724,SP,Shidao,PS,,,,,,Satelite-based telephony02136815125,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 305,9895393,BZZU7,412549136,(LU)CHUANDENG(JI)(2024)FT-200040HAO,CHN,1725,SP,Shidao,PS,,,,,,Satelite-based telephony  02136815019,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 306,9896672,BZZU8,412549137,(LU)CHUANDENG(JI)(2024)FT-200041HAO,CHN,1726,SP,Shidao,PS,,,,,,Satelite-based telephony02136815123,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 313,9896658,BZZU9,412549138,(LU)CHUANDENG(JI)(2024)FT-200042HAO,CHN,1727,SP,Shidao,PS,,,,,,Satelite-based telephony02136815121,,KW,,,29.0,53.98,length_loa,METER,4.8,moulded_depth,METER,10.3,moulded_beam,METER,899.0,gross_register_tonnage,1155.0,KW,834.85,
2025-08-26,NPFC,LU RONG YUAN YU 668,8775871,BCFG6,412549383,(LU)CHUANDENG(JI)(2024)FT-200047,CHN,1835,LH,Shidao,LHP,,,,,,156474  Satellite-based telephony17498503600,,KW,,,33.0,70.87,length_loa,METER,7.3,moulded_depth,METER,11.6,moulded_beam,METER,1654.0,gross_register_tonnage,2205.0,KW,2119.9,
2025-08-26,NPFC,LU RONG YUAN YU 678,9819894,BCFG7,412549438,(LU)CHUANDENG(JI)(2024)FT-200048,CHN,1690,LH,Shidao,LHP,,,,,,Ｃ441202829  Satelite-based telephony17498503601,,KW,,,33.0,70.87,length_loa,METER,7.3,moulded_depth,METER,11.6,moulded_beam,METER,1654.0,gross_register_tonnage,2205.0,KW,2119.9,
2025-08-26,NPFC,LU RONG YUAN YU 688,8775883,BCFG8,412331078,(LU)CHUANDENG(JI)(2024)FT-200046,CHN,1689,LH,Shidao,LHP,,,,,,Ｃ441201680    Satelite-based telephony17498503932,,KW,,,33.0,70.87,length_loa,METER,7.3,moulded_depth,METER,11.6,moulded_beam,METER,1654.0,gross_register_tonnage,2205.0,KW,2119.9,
2025-08-26,NPFC,LU RONG YUAN YU 696,9895355,BZST4,412549095,(LU)CHUANDENG(JI)(2024)FT-200049,CHN,1959,LH,Shidao,LHP,,,,,,Satelite-based telephony  telephone: 17498530142,,KW,,,31.0,67.68,length_loa,METER,7.0,,METER,11.3,moulded_beam,METER,1531.0,gross_register_tonnage,1800.0,KW,1497.98,
2025-08-26,NPFC,LU RONG YUAN YU 777,8776332,BBZM7,412328741,(LU)CHUAN DENG(JI) (2022)FT-200129,CHN,428,LH,Shidao,LHP,,,,,,C: 441220184  telephone:  00870773254358,ICE,TONS / DAY,Ice,Tons / Day,38.0,67.68,length_loa,METER,7.0,draft_depth,METER,11.3,moulded_beam,METER,1497.0,gross_register_tonnage,1760.0,KW,1799.01,120.0
2025-08-26,NPFC,Lu Rong Yuan Yu Yun 158,9736339,BBZS3,412329639,(LU)CHUANDENG(JI)(2023)FT-200016HAO,CHN,529,FO,Shidao,,,,,,,Satelite-based Telephony: 17498501899,,KW,,,30.0,80.54,length_loa,METER,8.0,moulded_depth,METER,13.6,moulded_beam,METER,2244.0,gross_register_tonnage,2206.0,KW,2962.23,
2025-08-26,NPFC,LU RONG YUAN YU YUN 678,9840362,BCLO2,412330148,(LU)CHUANDENG(JI)(2022)FT-200132,CHN,1329,FO,Shidao,,,,,,,C-441221185  Satelite-based telephony-17498503657,,KW,,,25.0,92.23,length_loa,METER,8.6,,METER,14.5,moulded_beam,METER,3116.0,gross_register_tonnage,3500.0,KW,5391.01,
2025-08-26,NPFC,LU RONG YUAN YU YUN 789,8785058,BCLN9,412330149,(LU)CHUANDENG(JI)(2021)FT-200072,CHN,1759,FO,Shidao,,,,,,,Ｃ441202881  Satelite-based telephony17498504067,,KW,,,25.0,92.23,length_loa,METER,8.6,moulded_depth,METER,14.5,moulded_beam,METER,3081.0,gross_register_tonnage,3500.0,KW,5391.01,
2025-08-26,NPFC,LU RONG YUAN YU YUN 888,9882621,BZVE2,412549037,(LU)CHUANDENG(JI)(2023)FT-200221,CHN,1785,FO,Shidao,,,,,,,Ｃ518171  Satelite-based telephony17498530145,,KW,,,25.0,92.23,length_loa,METER,8.6,moulded_depth,METER,14.5,moulded_beam,METER,3117.0,gross_register_tonnage,3500.0,KW,5364.59,
2025-08-26,NPFC,LU RONG YUAN YU YUN 999,9882633,BZVE3,412549038,(LU)CHUANDENG(JI)(2023)FT-200222,CHN,1815,FO,Shidao,,,,,,,Ｃ518911  Satelite-based telephony17498500583,,KW,,,25.0,92.23,length_loa,METER,8.6,moulded_depth,METER,14.5,moulded_beam,METER,3117.0,gross_register_tonnage,3500.0,KW,5364.59,
2025-08-26,NPFC,LU RONG YUAN YU YUN168,8684101,BBZS4,412329641,(LU)CHUANDENG(JI)(2023)FT-200017HAO,CHN,530,FO,Shidao,,,,,,,Satelite-based Telephony: 17498501900,,KW,,,25.0,80.54,length_loa,METER,8.0,moulded_depth,METER,13.6,moulded_beam,METER,2244.0,gross_register_tonnage,2206.0,KW,2962.23,
2025-08-26,NPFC,LU RONG YUAN YU YUN178,9861275,BZYF3,412549473,(LU) CHUAN DENG(JI)(2022)FT-200159,CHN,1860,FO,Shidao,,,,,,,Satelite-based telephony  17498505681,,KW,,,30.0,82.15,length_loa,METER,,moulded_depth,METER,14.2,moulded_beam,METER,2449.0,gross_register_tonnage,2196.0,KW,3930.56,
2025-08-26,NPFC,LU WEI YUAN YU YUN 777,8782654,BBIT7,412331208,(LU) CHUAN DENG(JI)(2021)FT-200007,CHN,448,FO,Weihai,,,,,,,C: 412331208  Satelite-based Telephony: 0087 0773 412 552,,KW,,,21.0,97.33,length_loa,METER,8.0,,METER,16.2,moulded_beam,METER,3563.0,gross_register_tonnage,3000.0,KW,4272.0,
2025-08-26,NPFC,LUPENGYUANYU027,8775649,BZSD5,412329654,(LU)CHUANDENG(JI)(2024)FT-200100,CHN,709,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441220490  Satelite-based Telephony: 17498501356,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,1912.0,HP,1420.0,150.0
2025-08-26,NPFC,LUPENGYUANYU078,8775675,BZSD9,412331059,(LU)CHUANDENG(JI)(2024)FT-200024,CHN,712,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441221173  Satelite-based Telephony: 17498501357,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,2100.0,KW,1420.0,150.0
2025-08-26,NPFC,LUPENGYUANYU089,8775716,BZSG4,412331148,(LU)CHUANDENG(JI)(2024)FT-200099,CHN,816,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441302251  Satelite-based Telephony:17498501359,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1408.0,gross_register_tonnage,2100.0,KW,1420.0,150.0
2025-08-26,NPFC,LUPENGYUANYU097,8775728,BZVG,412330931,(LU)CHUANDENG(JI)(2022)FT-200223,CHN,703,"Stick-held dip netters (NS), Hand liner vessels (LH)",Penglai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 412330931  Satelite-based Telephony: 17498504205,ICE,TONS / DAY,Ice,Tons / Day,60.0,69.9,length_rgl,METER,7.4,,METER,11.3,moulded_beam,METER,1366.0,gross_register_tonnage,2100.0,KW,1420.0,150.0
2025-08-26,NPFC,LUPENGYUANYU098,9919797,BZU6Z,412549292,(LU)CHUANDENG(JI)(2025)FT-200044,CHN,1624,"Stick-held dip netters (NS), Hand liner vessels (LH)",Peng Lai,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C:441221594/441221595  Satelite-based telephony:17498502468,,KW,,,60.0,66.9,length_loa,METER,7.4,moulded_depth,METER,11.3,moulded_beam,METER,1523.0,gross_register_tonnage,2100.0,KW,1420.0,
2025-08-26,NPFC,LURONGYUANYU179,8776344,BCFC4,412331074,(LU)CHUANDENG(JI)(2024)FT-200084,CHN,423,"Stick-held dip netters (NS), Hand liner vessels (LH)",Shidao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441221183  telephone: 17498500586,ICE,TONS / DAY,Ice,Tons / Day,50.0,70.87,length_loa,METER,7.3,,METER,11.6,moulded_beam,METER,1673.0,gross_register_tonnage,2100.0,KW,1577.02,120.0
2025-08-26,NPFC,LURONGYUANYU186,9869643,BZWU8,412336826,(LU)CHUANDENG(JI)(2023)FT-200113,CHN,1398,LH,Shidao,LHP,,,,,,Satelite-based telephony-00870-773253700,,KW,,,28.0,65.1,length_loa,METER,6.95,,METER,10.8,moulded_beam,METER,1388.0,gross_register_tonnage,1710.0,KW,1376.12,
2025-08-26,NPFC,LURONGYUANYU187,9869655,BZWU9,412336827,(LU)CHUANDENG(JI)(2023)FT-200114,CHN,1399,LH,Shidao,LHP,,,,,,Satelite-based telephony-telephone:  00870-773254805,,KW,,,28.0,65.1,length_loa,METER,6.95,,METER,10.8,moulded_beam,METER,1388.0,gross_register_tonnage,1710.0,KW,1376.14,
2025-08-26,NPFC,LURONGYUANYU279,8776356,BCFC5,412331075,(LU)CHUANDENG(JI)(2024)FT-200085,CHN,424,"Stick-held dip netters (NS), Hand liner vessels (LH)",Shidao,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)",,,,,,C: 441221184  telephone:  17498520096,ICE,TONS / DAY,Ice,Tons / Day,50.0,70.87,length_loa,METER,7.3,,METER,11.6,moulded_beam,METER,1673.0,gross_register_tonnage,2100.0,KW,1577.02,120.0
