source_date,original_source,vessel_name,imo,ircs,vessel_flag_alpha3,vessel_type_code,external_marking,gross_tonnage,length_type,length_value,length_unit,engine_power,engine_power_unit,authorization_status,auth_start_date,auth_end_date,authorizing_country_alpha3,authorizing_country_group,species_description,scientific_name,sender
20250826,NEAFC,HAVSNURP,,LHBV,NOR,,M-195 M,2520.0,LOA,70.0,METER,6222.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,HAVSNURP,,LHBV,NOR,,M-195 M,2520.0,LOA,70.0,METER,6222.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,HAVSNURP,,LHBV,NOR,,M-195 M,2520.0,LOA,70.0,METER,6222.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,FISKESKJER,,LDXH,NOR,,M-625 H,3145.0,LOA,75.0,METER,10200.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,FISKESKJER,,LDXH,NOR,,M-625 H,3145.0,LOA,75.0,METER,10200.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,FISKESKJER,,LDXH,NOR,,M-625 H,3145.0,LOA,75.0,METER,10200.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,DYRNESV�G,,LJUH,NOR,,M-158 SM,1038.0,LOA,54.0,METER,3300.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,DYRNESV�G,,LJUH,NOR,,M-158 SM,1038.0,LOA,54.0,METER,3300.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,DYRNESV�G,,LJUH,NOR,,M-158 SM,1038.0,LOA,54.0,METER,3300.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,ROALDSEN,,LJYA,NOR,,R-80 ES,1185.0,LOA,59.0,METER,3260.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,ROALDSEN,,LJYA,NOR,,R-80 ES,1185.0,LOA,59.0,METER,3260.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,ROALDSEN,,LJYA,NOR,,R-80 ES,1185.0,LOA,59.0,METER,3260.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,KROSS�Y,,LIRW,NOR,,H-81 BN,1102.0,LOA,61.0,METER,3500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,KROSS�Y,,LIRW,NOR,,H-81 BN,1102.0,LOA,61.0,METER,3500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,KROSS�Y,,LIRW,NOR,,H-81 BN,1102.0,LOA,61.0,METER,3500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,KROSS�Y,,LIRW,NOR,,H-81 BN,1102.0,LOA,61.0,METER,3500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,GARDAR,,3YBM,NOR,,VL-24 AV,3527.0,LOA,82.0,METER,7500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,GARDAR,,3YBM,NOR,,VL-24 AV,3527.0,LOA,82.0,METER,7500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,GARDAR,,3YBM,NOR,,VL-24 AV,3527.0,LOA,82.0,METER,7500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,GARDAR,,3YBM,NOR,,VL-24 AV,3527.0,LOA,82.0,METER,7500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,GARDAR,,3YBM,NOR,,VL-24 AV,3527.0,LOA,82.0,METER,7500.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,MANON,,LJOD,NOR,,H-26 AV,1793.0,LOA,70.0,METER,8920.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,MANON,,LJOD,NOR,,H-26 AV,1793.0,LOA,70.0,METER,8920.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,MANON,,LJOD,NOR,,H-26 AV,1793.0,LOA,70.0,METER,8920.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,MANON,,LJOD,NOR,,H-26 AV,1793.0,LOA,70.0,METER,8920.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,MANON,,LJOD,NOR,,H-26 AV,1793.0,LOA,70.0,METER,8920.0,KILOWATT,ACTIVE,2025-01-10,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,SLAATTER�Y,,LGFV,NOR,,VL-264 AV,3719.0,LOA,88.0,METER,6500.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,SLAATTER�Y,,LGFV,NOR,,VL-264 AV,3719.0,LOA,88.0,METER,6500.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,SLAATTER�Y,,LGFV,NOR,,VL-264 AV,3719.0,LOA,88.0,METER,6500.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,SLAATTER�Y,,LGFV,NOR,,VL-264 AV,3719.0,LOA,88.0,METER,6500.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,SLAATTER�Y,,LGFV,NOR,,VL-264 AV,3719.0,LOA,88.0,METER,6500.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,RYPEFJORD,,LHMF,NOR,,F-38 H,1199.0,LOA,53.0,METER,3600.0,KILOWATT,INACTIVE,,,NOR,Individual,,,NOR
20250826,NEAFC,VESTTIND,,LLDH,NOR,,N-30 H,2255.0,LOA,60.0,METER,7510.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,NORDTIND,,LEGQ,NOR,,N-6 VV,4129.0,LOA,80.0,METER,6300.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,HAVTIND,,LCMP,NOR,,N-10 H,1853.0,LOA,60.0,METER,6120.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,KONGSFJORD,,LFNT,NOR,,TF-50 H,4171.0,LOA,80.0,METER,6300.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,GADUS POSEIDON,,LDAL,NOR,,F-32 BD,3449.0,LOA,70.0,METER,6400.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,GADUS NJORD,,LDDF,NOR,,N-125 VV,3449.0,LOA,70.0,METER,6400.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,GADUS NEPTUN,,LDDG,NOR,,F-55 BD,3443.0,LOA,70.0,METER,6400.0,KILOWATT,ACTIVE,2025-01-08,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,DOGGI,,LLIA,NOR,,F-14 H,691.0,LOA,40.0,METER,2500.0,KILOWATT,INACTIVE,,,NOR,Individual,,,NOR
20250826,NEAFC,B�TSFJORD,,LJPH,NOR,,N-47 VV,1190.0,LOA,50.0,METER,3900.0,KILOWATT,INACTIVE,,,NOR,Individual,,,NOR
20250826,NEAFC,NORDHAVET,,LEPQ,NOR,,T-1 I,605.0,LOA,43.0,METER,1863.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,NORDHAVET,,LEPQ,NOR,,T-1 I,605.0,LOA,43.0,METER,1863.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,VEA,,LGGR,NOR,,R-30 K,2304.0,LOA,68.0,METER,5400.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,VEA,,LGGR,NOR,,R-30 K,2304.0,LOA,68.0,METER,5400.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,VEA,,LGGR,NOR,,R-30 K,2304.0,LOA,68.0,METER,5400.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,NORDFISK,,LLVK,NOR,,N-1 B,1518.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,NORDFISK,,LLVK,NOR,,N-1 B,1518.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,NORDFISK,,LLVK,NOR,,N-1 B,1518.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,NORDFISK,,LLVK,NOR,,N-1 B,1518.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,NORDFISK,,LLVK,NOR,,N-1 B,1518.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,HER�YFJORD,,LGSJ,NOR,,M-23 H�,2351.0,LOA,70.0,METER,4733.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,HER�YFJORD,,LGSJ,NOR,,M-23 H�,2351.0,LOA,70.0,METER,4733.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,HER�YFJORD,,LGSJ,NOR,,M-23 H�,2351.0,LOA,70.0,METER,4733.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,TRYGVASON,,LENJ,NOR,,H-20 B,1520.0,LOA,64.0,METER,5800.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,TRYGVASON,,LENJ,NOR,,H-20 B,1520.0,LOA,64.0,METER,5800.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,TRYGVASON,,LENJ,NOR,,H-20 B,1520.0,LOA,64.0,METER,5800.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,FONNES,,LMWF,NOR,,H-10 AM,1306.0,LOA,58.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,FONNES,,LMWF,NOR,,H-10 AM,1306.0,LOA,58.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,H �STERVOLD,,LKUX,NOR,,H-148 AV,2365.0,LOA,70.0,METER,4896.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,H �STERVOLD,,LKUX,NOR,,H-148 AV,2365.0,LOA,70.0,METER,4896.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,H �STERVOLD,,LKUX,NOR,,H-148 AV,2365.0,LOA,70.0,METER,4896.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,H �STERVOLD,,LKUX,NOR,,H-148 AV,2365.0,LOA,70.0,METER,4896.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,H �STERVOLD,,LKUX,NOR,,H-148 AV,2365.0,LOA,70.0,METER,4896.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,SUNNY LADY,,LGDZ,NOR,,M-120 H�,4829.0,LOA,87.0,METER,7370.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,SUNNY LADY,,LGDZ,NOR,,M-120 H�,4829.0,LOA,87.0,METER,7370.0,KILOWATT,ACTIVE,2025-01-07,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,FISKEBANK,,LEPW,NOR,,M-101 SM,1197.0,LOA,53.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,FISKEBANK,,LEPW,NOR,,M-101 SM,1197.0,LOA,53.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,FISKEBANK,,LEPW,NOR,,M-101 SM,1197.0,LOA,53.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,FISKEBANK,,LEPW,NOR,,M-101 SM,1197.0,LOA,53.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,FISKEBANK,,LEPW,NOR,,M-101 SM,1197.0,LOA,53.0,METER,3700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,EROS,,LCNG,NOR,,M-29 H�,4027.0,LOA,78.0,METER,5440.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,EROS,,LCNG,NOR,,M-29 H�,4027.0,LOA,78.0,METER,5440.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,EROS,,LCNG,NOR,,M-29 H�,4027.0,LOA,78.0,METER,5440.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,ATLANTIC VIKING,,LDCO,NOR,,M-68 G,3439.0,LOA,75.0,METER,5800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,ATLANTIC VIKING,,LDCO,NOR,,M-68 G,3439.0,LOA,75.0,METER,5800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,RAV,,LFSW,NOR,,TR-4 O,3274.0,LOA,80.0,METER,6636.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,RAV,,LFSW,NOR,,TR-4 O,3274.0,LOA,80.0,METER,6636.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,RAV,,LFSW,NOR,,TR-4 O,3274.0,LOA,80.0,METER,6636.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,RAV,,LFSW,NOR,,TR-4 O,3274.0,LOA,80.0,METER,6636.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,FR�YANES,,JXMP,NOR,,VL-1 S,3974.0,LOA,70.0,METER,7000.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,VESTLINER,,LELD,NOR,,SF-15 S,1365.0,LOA,48.0,METER,1200.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,VESTLINER,,LELD,NOR,,SF-15 S,1365.0,LOA,48.0,METER,1200.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,VESTFISK,,LJMS,NOR,,T-8 SE,526.0,LOA,39.0,METER,750.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,VESTFISK,,LJMS,NOR,,T-8 SE,526.0,LOA,39.0,METER,750.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,ROLF ASBJ�RN,,LAIC,NOR,,T-2 LK,796.0,LOA,42.0,METER,990.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,ROLF ASBJ�RN,,LAIC,NOR,,T-2 LK,796.0,LOA,42.0,METER,990.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,LYNGHOLM,,LHCA,NOR,,VL-23 S,903.0,LOA,47.0,METER,1521.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,VESTKAPP,,LFLF,NOR,,SF-6 S,1863.0,LOA,51.0,METER,1876.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,VESTKAPP,,LFLF,NOR,,SF-6 S,1863.0,LOA,51.0,METER,1876.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,FR�YANES JUNIOR,,LFLJ,NOR,,SF-4 S,1863.0,LOA,51.0,METER,1837.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,FR�YANES JUNIOR,,LFLJ,NOR,,SF-4 S,1863.0,LOA,51.0,METER,1837.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,BJ�RNHAUG,,LMTR,NOR,,M-81 A,470.0,LOA,35.0,METER,1300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,BJ�RNHAUG,,LMTR,NOR,,M-81 A,470.0,LOA,35.0,METER,1300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Beaked redfish,Sebastes mentella,NOR
20250826,NEAFC,HERA,,LLOP,NOR,,F-93 L,1572.0,LOA,55.0,METER,5200.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,HERMES,,LFNX,NOR,,TF-93 LA,3292.0,LOA,70.0,METER,7242.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,All deep-sea species,,NOR
20250826,NEAFC,VESTFART,,LLRG,NOR,,SF-28 B,1517.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,VESTFART,,LLRG,NOR,,SF-28 B,1517.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,VESTFART,,LLRG,NOR,,SF-28 B,1517.0,LOA,64.0,METER,4700.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Capelin,Mallotus villosus,NOR
20250826,NEAFC,TALBOR,,LLQM,NOR,,H-74 AV,1514.0,LOA,64.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,S�BJ�RN,,LIFA,NOR,,M-27 VD,1742.0,LOA,66.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,TALBOR,,LLQM,NOR,,H-74 AV,1514.0,LOA,64.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,S�BJ�RN,,LIFA,NOR,,M-27 VD,1742.0,LOA,66.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,TALBOR,,LLQM,NOR,,H-74 AV,1514.0,LOA,64.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,S�BJ�RN,,LIFA,NOR,,M-27 VD,1742.0,LOA,66.0,METER,4800.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,TEIGENES,,LNTY,NOR,,M-1 H�,2883.0,LOA,75.0,METER,5168.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,TEIGENES,,LNTY,NOR,,M-1 H�,2883.0,LOA,75.0,METER,5168.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,TEIGENES,,LNTY,NOR,,M-1 H�,2883.0,LOA,75.0,METER,5168.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,ZENIT,,LMWI,NOR,,R-111 K,2069.0,LOA,69.0,METER,6120.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,ZENIT,,LMWI,NOR,,R-111 K,2069.0,LOA,69.0,METER,6120.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,ZENIT,,LMWI,NOR,,R-111 K,2069.0,LOA,69.0,METER,6120.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,ZENIT,,LMWI,NOR,,R-111 K,2069.0,LOA,69.0,METER,6120.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,VIKINGBANK,,LFVI,NOR,,R-11 K,2144.0,LOA,65.0,METER,5300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,VIKINGBANK,,LFVI,NOR,,R-11 K,2144.0,LOA,65.0,METER,5300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,VIKINGBANK,,LFVI,NOR,,R-11 K,2144.0,LOA,65.0,METER,5300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,VIKINGBANK,,LFVI,NOR,,R-11 K,2144.0,LOA,65.0,METER,5300.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,L�NNINGEN,,LKLV,NOR,,H-30 B,1169.0,LOA,62.0,METER,4670.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,L�NNINGEN,,LKLV,NOR,,H-30 B,1169.0,LOA,62.0,METER,4670.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,CETUS,,LFFK,NOR,,R-1 K,2230.0,LOA,65.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,CETUS,,LFFK,NOR,,R-1 K,2230.0,LOA,65.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic mackerel,Scomber scombrus,NOR
20250826,NEAFC,CETUS,,LFFK,NOR,,R-1 K,2230.0,LOA,65.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Horse mackerel,Trachurus trachurus,NOR
20250826,NEAFC,CETUS,,LFFK,NOR,,R-1 K,2230.0,LOA,65.0,METER,4500.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
20250826,NEAFC,L�NNINGEN,,LKLV,NOR,,H-30 B,1169.0,LOA,62.0,METER,4670.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Atlantic herring,Clupea harengus,NOR
20250826,NEAFC,SMARAGD,,LKOO,NOR,,M-65 H�,3580.0,LOA,74.0,METER,5440.0,KILOWATT,ACTIVE,2025-01-06,2025-12-31,NOR,Individual,Blue whiting,Micromesistius poutassou,NOR
