SENDER,FLAG,IRCS,NAME,IMO_NUMBER,EXT_MARK,TYPE,TONNAGE,LENGTH,POWER,AUTHORISED,SPECIES,STARTS,ENDS
NOR,NOR,LKUX,"H �STERVOLD",9710907,"H-148 AV",,"LC 2365","OA 70","HP 4896",Yes,WHB,07-JAN-25,31-DEC-25
NOR,NOR,LKUX,"H �STERVOLD",9710907,"H-148 AV",,"LC 2365","OA 70","HP 4896",Yes,MAC,07-JAN-25,31-DEC-25
NOR,NOR,LKUX,"H �STERVOLD",9710907,"H-148 AV",,"LC 2365","OA 70","HP 4896",Yes,HER,07-JAN-25,31-DEC-25
NOR,NOR,LKUX,"H �STERVOLD",9710907,"H-148 AV",,"LC 2365","OA 70","HP 4896",Yes,HOM,07-JAN-25,31-DEC-25
NOR,NOR,LGDZ,"SUNNY LADY",9893632,"M-120 H�",,"LC 4829","OA 87","HP 7370",Yes,MAC,07-JAN-25,31-DEC-25
NOR,NOR,LGDZ,"SUNNY LADY",9893632,"M-120 H�",,"LC 4829","OA 87","HP 7370",Yes,WHB,07-JAN-25,31-DEC-25
NOR,NOR,LEPW,FISKEBANK,9298002,"M-101 SM",,"LC 1197","OA 53","HP 3700",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LEPW,FISKEBANK,9298002,"M-101 SM",,"LC 1197","OA 53","HP 3700",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LEPW,FISKEBANK,9298002,"M-101 SM",,"LC 1197","OA 53","HP 3700",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LEPW,FISKEBANK,9298002,"M-101 SM",,"LC 1197","OA 53","HP 3700",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LEPW,FISKEBANK,9298002,"M-101 SM",,"LC 1197","OA 53","HP 3700",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LCNG,EROS,9617973,"M-29 H�",,"LC 4027","OA 78","HP 5440",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LCNG,EROS,9617973,"M-29 H�",,"LC 4027","OA 78","HP 5440",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LCNG,EROS,9617973,"M-29 H�",,"LC 4027","OA 78","HP 5440",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LDCO,"ATLANTIC VIKING",9652806,"M-68 G",,"LC 3439","OA 75","HP 5800",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LDCO,"ATLANTIC VIKING",9652806,"M-68 G",,"LC 3439","OA 75","HP 5800",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFSW,RAV,9816816,"TR-4 O",,"LC 3274","OA 80","HP 6636",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LFSW,RAV,9816816,"TR-4 O",,"LC 3274","OA 80","HP 6636",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFSW,RAV,9816816,"TR-4 O",,"LC 3274","OA 80","HP 6636",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFSW,RAV,9816816,"TR-4 O",,"LC 3274","OA 80","HP 6636",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,JXMP,FR�YANES,9960485,"VL-1 S",,"LC 3974","OA 70","HP 7000",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LELD,VESTLINER,9649366,"SF-15 S",,"LC 1365","OA 48","HP 1200",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LELD,VESTLINER,9649366,"SF-15 S",,"LC 1365","OA 48","HP 1200",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LJMS,VESTFISK,8015893,"T-8 SE",,"LC 526","OA 39","HP 750",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LJMS,VESTFISK,8015893,"T-8 SE",,"LC 526","OA 39","HP 750",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LAIC,"ROLF ASBJ�RN",9605877,"T-2 LK",,"LC 796","OA 42","HP 990",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LAIC,"ROLF ASBJ�RN",9605877,"T-2 LK",,"LC 796","OA 42","HP 990",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LHCA,LYNGHOLM,9171319,"VL-23 S",,"LC 903","OA 47","HP 1521",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFLF,VESTKAPP,9849514,"SF-6 S",,"LC 1863","OA 51","HP 1876",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFLF,VESTKAPP,9849514,"SF-6 S",,"LC 1863","OA 51","HP 1876",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LFLJ,"FR�YANES JUNIOR",9849526,"SF-4 S",,"LC 1863","OA 51","HP 1837",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFLJ,"FR�YANES JUNIOR",9849526,"SF-4 S",,"LC 1863","OA 51","HP 1837",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LMTR,BJ�RNHAUG,8022913,"M-81 A",,"LC 470","OA 35","HP 1300",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LMTR,BJ�RNHAUG,8022913,"M-81 A",,"LC 470","OA 35","HP 1300",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LLOP,HERA,9230036,"F-93 L",,"LC 1572","OA 55","HP 5200",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFNX,HERMES,9857535,"TF-93 LA",,"LC 3292","OA 70","HP 7242",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LLRG,VESTFART,9261839,"SF-28 B",,"LC 1517","OA 64","HP 4700",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LLRG,VESTFART,9261839,"SF-28 B",,"LC 1517","OA 64","HP 4700",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LLRG,VESTFART,9261839,"SF-28 B",,"LC 1517","OA 64","HP 4700",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LLQM,TALBOR,9244178,"H-74 AV",,"LC 1514","OA 64","HP 4800",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LIFA,S�BJ�RN,9126596,"M-27 VD",,"LC 1742","OA 66","HP 4800",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LLQM,TALBOR,9244178,"H-74 AV",,"LC 1514","OA 64","HP 4800",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LIFA,S�BJ�RN,9126596,"M-27 VD",,"LC 1742","OA 66","HP 4800",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LLQM,TALBOR,9244178,"H-74 AV",,"LC 1514","OA 64","HP 4800",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LIFA,S�BJ�RN,9126596,"M-27 VD",,"LC 1742","OA 66","HP 4800",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LNTY,TEIGENES,9286841,"M-1 H�",,"LC 2883","OA 75","HP 5168",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LNTY,TEIGENES,9286841,"M-1 H�",,"LC 2883","OA 75","HP 5168",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LNTY,TEIGENES,9286841,"M-1 H�",,"LC 2883","OA 75","HP 5168",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LMWI,ZENIT,9281645,"R-111 K",,"LC 2069","OA 69","HP 6120",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LMWI,ZENIT,9281645,"R-111 K",,"LC 2069","OA 69","HP 6120",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LMWI,ZENIT,9281645,"R-111 K",,"LC 2069","OA 69","HP 6120",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LMWI,ZENIT,9281645,"R-111 K",,"LC 2069","OA 69","HP 6120",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFVI,VIKINGBANK,9874313,"R-11 K",,"LC 2144","OA 65","HP 5300",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFVI,VIKINGBANK,9874313,"R-11 K",,"LC 2144","OA 65","HP 5300",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LFVI,VIKINGBANK,9874313,"R-11 K",,"LC 2144","OA 65","HP 5300",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFVI,VIKINGBANK,9874313,"R-11 K",,"LC 2144","OA 65","HP 5300",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LKLV,L�NNINGEN,9191539,"H-30 B",,"LC 1169","OA 62","HP 4670",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LKLV,L�NNINGEN,9191539,"H-30 B",,"LC 1169","OA 62","HP 4670",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFFK,CETUS,9836024,"R-1 K",,"LC 2230","OA 65","HP 4500",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LFFK,CETUS,9836024,"R-1 K",,"LC 2230","OA 65","HP 4500",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFFK,CETUS,9836024,"R-1 K",,"LC 2230","OA 65","HP 4500",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LFFK,CETUS,9836024,"R-1 K",,"LC 2230","OA 65","HP 4500",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LKLV,L�NNINGEN,9191539,"H-30 B",,"LC 1169","OA 62","HP 4670",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LKOO,SMARAGD,9717084,"M-65 H�",,"LC 3580","OA 74","HP 5440",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LKOO,SMARAGD,9717084,"M-65 H�",,"LC 3580","OA 74","HP 5440",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LKOO,SMARAGD,9717084,"M-65 H�",,"LC 3580","OA 74","HP 5440",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LGOQ,"SELV�G SENIOR",9924132,"N-1 ME",,"LC 4119","OA 80","HP 6437",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LGOQ,"SELV�G SENIOR",9924132,"N-1 ME",,"LC 4119","OA 80","HP 6437",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LGOQ,"SELV�G SENIOR",9924132,"N-1 ME",,"LC 4119","OA 80","HP 6437",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LGOQ,"SELV�G SENIOR",9924132,"N-1 ME",,"LC 4119","OA 80","HP 6437",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LGOQ,"SELV�G SENIOR",9924132,"N-1 ME",,"LC 4119","OA 80","HP 6437",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LAKF,GRIMSHOLM,9168673,"T-79 T",,"LC 854","OA 50","HP 3672",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LAKF,GRIMSHOLM,9168673,"T-79 T",,"LC 854","OA 50","HP 3672",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LAKF,GRIMSHOLM,9168673,"T-79 T",,"LC 854","OA 50","HP 3672",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LDKY,HARVEST,9669756,"H-1 AV",,"LC 2342","OA 67","HP 5400",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LDKY,HARVEST,9669756,"H-1 AV",,"LC 2342","OA 67","HP 5400",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LDKY,HARVEST,9669756,"H-1 AV",,"LC 2342","OA 67","HP 5400",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LEYN,"HOVDEN VIKING",9827592,"SF-2 S",,"LC 1010","OA 46","HP 2570",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFNJ,HARDHAUS,9857482,"VL-9 AV",,"LC 3226","OA 75","HP 6600",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFNJ,HARDHAUS,9857482,"VL-9 AV",,"LC 3226","OA 75","HP 6600",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LEYN,"HOVDEN VIKING",9827592,"SF-2 S",,"LC 1010","OA 46","HP 2570",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LEYN,"HOVDEN VIKING",9827592,"SF-2 S",,"LC 1010","OA 46","HP 2570",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LFNJ,HARDHAUS,9857482,"VL-9 AV",,"LC 3226","OA 75","HP 6600",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFGY,"GUNNAR LANGVA",9840489,"M-189 A",,"LC 2999","OA 75","HP 6528",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LFGY,"GUNNAR LANGVA",9840489,"M-189 A",,"LC 2999","OA 75","HP 6528",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LFGY,"GUNNAR LANGVA",9840489,"M-189 A",,"LC 2999","OA 75","HP 6528",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LFGY,"GUNNAR LANGVA",9840489,"M-189 A",,"LC 2999","OA 75","HP 6528",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LFGY,"GUNNAR LANGVA",9840489,"M-189 A",,"LC 2999","OA 75","HP 6528",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LDAK,"SVANAUG ELISE",9647784,"TR-119 F",,"LC 1867","OA 64","HP 4023",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LDAK,"SVANAUG ELISE",9647784,"TR-119 F",,"LC 1867","OA 64","HP 4023",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LDBR,HAVSTRAND,9639062,"M-525 H",,"LC 3104","OA 70","HP 6120",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LDBR,HAVSTRAND,9639062,"M-525 H",,"LC 3104","OA 70","HP 6120",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFJF,NORDSJ�BAS,9287493,"M-40 H�",,"LC 2055","OA 70","HP 5800",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LFJF,NORDSJ�BAS,9287493,"M-40 H�",,"LC 2055","OA 70","HP 5800",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LFJF,NORDSJ�BAS,9287493,"M-40 H�",,"LC 2055","OA 70","HP 5800",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFJF,NORDSJ�BAS,9287493,"M-40 H�",,"LC 2055","OA 70","HP 5800",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LFJF,NORDSJ�BAS,9287493,"M-40 H�",,"LC 2055","OA 70","HP 5800",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LDSF,REM�Y,9660451,"M-99 H�",,"LC 3909","OA 74","HP 8000",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LDSF,REM�Y,9660451,"M-99 H�",,"LC 3909","OA 74","HP 8000",Yes,REB,06-JAN-25,31-DEC-25
NOR,NOR,LDHM,SENIOR,9263710,"N-200 B",,"LC 2302","OA 70","HP 6691",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LDHM,SENIOR,9263710,"N-200 B",,"LC 2302","OA 70","HP 6691",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LDHM,SENIOR,9263710,"N-200 B",,"LC 2302","OA 70","HP 6691",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LDHM,SENIOR,9263710,"N-200 B",,"LC 2302","OA 70","HP 6691",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LKUF,KVANN�Y,9710919,"N-400 B",,"LC 2867","OA 80","HP 4896",Yes,CAP,06-JAN-25,31-DEC-25
NOR,NOR,LKUF,KVANN�Y,9710919,"N-400 B",,"LC 2867","OA 80","HP 4896",Yes,HOM,06-JAN-25,31-DEC-25
NOR,NOR,LKUF,KVANN�Y,9710919,"N-400 B",,"LC 2867","OA 80","HP 4896",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LKUF,KVANN�Y,9710919,"N-400 B",,"LC 2867","OA 80","HP 4896",Yes,WHB,06-JAN-25,31-DEC-25
NOR,NOR,LKUF,KVANN�Y,9710919,"N-400 B",,"LC 2867","OA 80","HP 4896",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,LJWI,LANG�Y,9652820,"N-100 SO",,"LC 3549","OA 75","HP 5800",Yes,XDS,06-JAN-25,31-DEC-25
NOR,NOR,LFMP,"ANDREA L",9686596,"VL-4 KI",,"LC 2716","OA 70","HP 5440",Yes,MAC,06-JAN-25,31-DEC-25
NOR,NOR,LFMP,"ANDREA L",9686596,"VL-4 KI",,"LC 2716","OA 70","HP 5440",Yes,HER,06-JAN-25,31-DEC-25
NOR,NOR,3YHX,PRESTFJORD,9584566,"N-445 �",,"LC 2610","OA 65","HP 6000",Yes,XDS,04-JAN-25,31-DEC-25
NOR,NOR,LCLP,HOLM�Y,9756145,"N-50 SO",,"LC 3317","OA 70","HP 7300",Yes,XDS,04-JAN-25,31-DEC-25
NOR,NOR,LFPE,SUNDER�Y,9859507,"N-200 �",,"LC 4216","OA 77","HP 9792",Yes,XDS,04-JAN-25,31-DEC-25
NOR,NOR,LFUO,"ODD LUNDBERG",9840051,"T-55 G",,"LC 2774","OA 70","HP 4827",Yes,HER,04-JAN-25,31-DEC-25
NOR,NOR,LFUO,"ODD LUNDBERG",9840051,"T-55 G",,"LC 2774","OA 70","HP 4827",Yes,MAC,04-JAN-25,31-DEC-25
NOR,NOR,LFUO,"ODD LUNDBERG",9840051,"T-55 G",,"LC 2774","OA 70","HP 4827",Yes,WHB,04-JAN-25,31-DEC-25
NOR,NOR,LCOE,"INGRID MAJALA",9621948,"TF-195 M",,"LC 1401","OA 63","HP 4021",Yes,HER,04-JAN-25,31-DEC-25
NOR,NOR,LCOE,"INGRID MAJALA",9621948,"TF-195 M",,"LC 1401","OA 63","HP 4021",Yes,WHB,04-JAN-25,31-DEC-25
NOR,NOR,LCOE,"INGRID MAJALA",9621948,"TF-195 M",,"LC 1401","OA 63","HP 4021",Yes,MAC,04-JAN-25,31-DEC-25
NOR,NOR,LCNN,"KINGS BAY",9617985,"M-22 H�",,"LC 4027","OA 78","HP 5500",Yes,HER,04-JAN-25,31-DEC-25
NOR,NOR,LCNN,"KINGS BAY",9617985,"M-22 H�",,"LC 4027","OA 78","HP 5500",Yes,MAC,04-JAN-25,31-DEC-25
NOR,NOR,LCNN,"KINGS BAY",9617985,"M-22 H�",,"LC 4027","OA 78","HP 5500",Yes,CAP,04-JAN-25,31-DEC-25
NOR,NOR,LCNN,"KINGS BAY",9617985,"M-22 H�",,"LC 4027","OA 78","HP 5500",Yes,WHB,04-JAN-25,31-DEC-25
NOR,NOR,LDNV,RAMOEN,9761102,"M-1 VD",,"LC 3723","OA 75","HP 4896",Yes,REB,04-JAN-25,31-DEC-25
NOR,NOR,LDNV,RAMOEN,9761102,"M-1 VD",,"LC 3723","OA 75","HP 4896",Yes,XDS,04-JAN-25,31-DEC-25
NOR,NOR,LCNX,R�TTING�Y,9104976,"H-4 O",,"LC 1327","OA 59","HP 4080",Yes,HER,04-JAN-25,31-DEC-25
NOR,NOR,LCNX,R�TTING�Y,9104976,"H-4 O",,"LC 1327","OA 59","HP 4080",Yes,MAC,04-JAN-25,31-DEC-25
NOR,NOR,LFTI,"M YTTERSTAD",9683972,"N-307 LN",,"LC 2906","OA 75","HP 5364",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LFTI,"M YTTERSTAD",9683972,"N-307 LN",,"LC 2906","OA 75","HP 5364",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LFTI,"M YTTERSTAD",9683972,"N-307 LN",,"LC 2906","OA 75","HP 5364",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,3YVG,"CHRISTINA E",9554573,"M-150 H�",,"LC 3623","OA 80","HP 6120",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,3YVG,"CHRISTINA E",9554573,"M-150 H�",,"LC 3623","OA 80","HP 6120",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,3YVG,"CHRISTINA E",9554573,"M-150 H�",,"LC 3623","OA 80","HP 6120",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,3YVG,"CHRISTINA E",9554573,"M-150 H�",,"LC 3623","OA 80","HP 6120",Yes,HOM,03-JAN-25,31-DEC-25
NOR,NOR,3YVG,"CHRISTINA E",9554573,"M-150 H�",,"LC 3623","OA 80","HP 6120",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LMBG,"ATLANTIC STAR",9134555,"M-110 G",,"LC 2436","OA 75","HP 4590",Yes,XDS,03-JAN-25,31-DEC-25
NOR,NOR,LMBG,"ATLANTIC STAR",9134555,"M-110 G",,"LC 2436","OA 75","HP 4590",Yes,REB,03-JAN-25,31-DEC-25
NOR,NOR,LDFS,FISKEBAS,9646998,"SF-230 F",,"LC 1899","OA 64","HP 4080",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LDFS,FISKEBAS,9646998,"SF-230 F",,"LC 1899","OA 64","HP 4080",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,JXAM,"HARALD JOHAN",8512102,"H-12 AV",,"LC 1492","OA 63","HP 3260",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,JXAM,"HARALD JOHAN",8512102,"H-12 AV",,"LC 1492","OA 63","HP 3260",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,JXAM,"HARALD JOHAN",8512102,"H-12 AV",,"LC 1492","OA 63","HP 3260",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LMBX,B�MMELFJORD,9281621,"H-388 B",,"LC 2046","OA 69","HP 6180",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LMBX,B�MMELFJORD,9281621,"H-388 B",,"LC 2046","OA 69","HP 6180",Yes,HOM,03-JAN-25,31-DEC-25
NOR,NOR,LMBX,B�MMELFJORD,9281621,"H-388 B",,"LC 2046","OA 69","HP 6180",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LMBX,B�MMELFJORD,9281621,"H-388 B",,"LC 2046","OA 69","HP 6180",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LMBX,B�MMELFJORD,9281621,"H-388 B",,"LC 2046","OA 69","HP 6180",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,LLGZ,B�MMELBAS,9223148,"H-175 B",,"LC 1206","OA 62","HP 3750",Yes,HOM,03-JAN-25,31-DEC-25
NOR,NOR,LLGZ,B�MMELBAS,9223148,"H-175 B",,"LC 1206","OA 62","HP 3750",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,LLGZ,B�MMELBAS,9223148,"H-175 B",,"LC 1206","OA 62","HP 3750",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LLGZ,B�MMELBAS,9223148,"H-175 B",,"LC 1206","OA 62","HP 3750",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LLGZ,B�MMELBAS,9223148,"H-175 B",,"LC 1206","OA 62","HP 3750",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LHEA,ELISABETH,9088847,"H-140 B",,"LC 1099","OA 61","HP 3600",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LHEA,ELISABETH,9088847,"H-140 B",,"LC 1099","OA 61","HP 3600",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,LHEA,ELISABETH,9088847,"H-140 B",,"LC 1099","OA 61","HP 3600",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LHEA,ELISABETH,9088847,"H-140 B",,"LC 1099","OA 61","HP 3600",Yes,HOM,03-JAN-25,31-DEC-25
NOR,NOR,LGDO,�STERFJORD,9892236,"VL-101 AV",,"LC 2985","OA 67","HP 2561",Yes,XDS,03-JAN-25,31-DEC-25
NOR,NOR,LGDO,�STERFJORD,9892236,"VL-101 AV",,"LC 2985","OA 67","HP 2561",Yes,REB,03-JAN-25,31-DEC-25
NOR,NOR,LDKM,�STERBRIS,9662526,"H-99 AV",,"LC 2832","OA 74","HP 6120",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LDKM,�STERBRIS,9662526,"H-99 AV",,"LC 2832","OA 74","HP 6120",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LDKM,�STERBRIS,9662526,"H-99 AV",,"LC 2832","OA 74","HP 6120",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LCUZ,HAVGLANS,9383833,"H-5 �N",,"LC 1363","OA 63","HP 4733",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LCUZ,HAVGLANS,9383833,"H-5 �N",,"LC 1363","OA 63","HP 4733",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LCUZ,HAVGLANS,9383833,"H-5 �N",,"LC 1363","OA 63","HP 4733",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LGFQ,"GERDA MARIE",9762259,"H-365 AV",,"LC 2935","OA 79","HP 7020",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LGFQ,"GERDA MARIE",9762259,"H-365 AV",,"LC 2935","OA 79","HP 7020",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LGFQ,"GERDA MARIE",9762259,"H-365 AV",,"LC 2935","OA 79","HP 7020",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LCOJ,LEINEBJ�RN,9605542,"M-7 H�",,"LC 1828","OA 68","HP 4705",Yes,HER,02-JAN-25,31-DEC-25
NOR,NOR,LCOJ,LEINEBJ�RN,9605542,"M-7 H�",,"LC 1828","OA 68","HP 4705",Yes,HOM,03-JAN-25,31-DEC-25
NOR,NOR,LCOJ,LEINEBJ�RN,9605542,"M-7 H�",,"LC 1828","OA 68","HP 4705",Yes,CAP,02-JAN-25,31-DEC-25
NOR,NOR,LCOJ,LEINEBJ�RN,9605542,"M-7 H�",,"LC 1828","OA 68","HP 4705",Yes,MAC,02-JAN-25,31-DEC-25
NOR,NOR,LCOJ,LEINEBJ�RN,9605542,"M-7 H�",,"LC 1828","OA 68","HP 4705",Yes,WHB,02-JAN-25,31-DEC-25
NOR,NOR,LDBT,HAVBRYN,9639050,"M-325 H",,"LC 3104","OA 70","HP 6100",Yes,XDS,03-JAN-25,31-DEC-25
NOR,NOR,LDBT,HAVBRYN,9639050,"M-325 H",,"LC 3104","OA 70","HP 6100",Yes,REB,03-JAN-25,31-DEC-25
NOR,NOR,LFSY,"STRAND SENIOR",9871024,"M-125 H",,"LC 2884","OA 75","HP 6636",Yes,WHB,03-JAN-25,31-DEC-25
NOR,NOR,LFSY,"STRAND SENIOR",9871024,"M-125 H",,"LC 2884","OA 75","HP 6636",Yes,HER,03-JAN-25,31-DEC-25
NOR,NOR,LFSY,"STRAND SENIOR",9871024,"M-125 H",,"LC 2884","OA 75","HP 6636",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LFSY,"STRAND SENIOR",9871024,"M-125 H",,"LC 2884","OA 75","HP 6636",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,LDGP,"ASBJ�RN SELSBANE",9657193,"T-42 T",,"LC 1191","OA 55","HP 3500",Yes,CAP,03-JAN-25,31-DEC-25
NOR,NOR,LDGP,"ASBJ�RN SELSBANE",9657193,"T-42 T",,"LC 1191","OA 55","HP 3500",Yes,MAC,03-JAN-25,31-DEC-25
NOR,NOR,LDGP,"ASBJ�RN SELSBANE",9657193,"T-42 T",,"LC 1191","OA 55","HP 3500",Yes,HER,03-JAN-25,31-DEC-25
