"NPFC Vessel_id",flag_state,vessel_name,previous_name,registration_no,"Previous Registration",port_of_registry,"Previous Port(s) of Registry",imo,previous_flag,call_sign,mmsi,communication_details,vessel_type,crew,type_of_fishing_method,type_of_length,length,unit_length,type_of_depth,depth,unit_depth,type_of_beam,beam,unit_beam_depth,tonnage,tonnage_type,power_of_engine,unit_engine,fish_hold_capacity,freezer_capacity,freezer_type,unit_freezer
1329,China,"LU RONG YUAN YU YUN 678",,(LU)CHUANDENG(JI)(2022)FT-200132,,Shidao,,9840362,,BCLO2,412330148,"C-441221185  Satelite-based telephony-17498503657","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",92.23,Meters,,8.60,Meters,"Moulded Breadth",14.50,Meters,3116.00,"Gross Register Tonnage (GRT)",3500.00,"Kilowatts (kW)",5391.01m³,,,
1759,China,"LU RONG YUAN YU YUN 789",,(LU)CHUANDENG(JI)(2021)FT-200072,,Shidao,,8785058,,BCLN9,412330149,"Ｃ441202881  Satelite-based telephony17498504067","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",92.23,Meters,"Moulded Depth",8.60,Meters,"Moulded Breadth",14.50,Meters,3081.00,"Gross Register Tonnage (GRT)",3500.00,"Kilowatts (kW)",5391.01m³,,,
1785,China,"LU RONG YUAN YU YUN 888",,(LU)CHUANDENG(JI)(2023)FT-200221,,Shidao,,9882621,,BZVE2,412549037,"Ｃ518171  Satelite-based telephony17498530145","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",92.23,Meters,"Moulded Depth",8.60,Meters,"Moulded Breadth",14.50,Meters,3117.00,"Gross Register Tonnage (GRT)",3500.00,"Kilowatts (kW)",5364.59m³,,,
1815,China,"LU RONG YUAN YU YUN 999",,(LU)CHUANDENG(JI)(2023)FT-200222,,Shidao,,9882633,,BZVE3,412549038,"Ｃ518911  Satelite-based telephony17498500583","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",92.23,Meters,"Moulded Depth",8.60,Meters,"Moulded Breadth",14.50,Meters,3117.00,"Gross Register Tonnage (GRT)",3500.00,"Kilowatts (kW)",5364.59m³,,,
530,China,"LU RONG YUAN YU YUN168",,(LU)CHUANDENG(JI)(2023)FT-200017HAO,,Shidao,,8684101,,BBZS4,412329641,"Satelite-based Telephony: 17498501900","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",80.54,Meters,"Moulded Depth",8.00,Meters,"Moulded Breadth",13.60,Meters,2244.00,"Gross Register Tonnage (GRT)",2206.00,"Kilowatts (kW)",2962.23m³,,,
1860,China,"LU RONG YUAN YU YUN178",,"(LU) CHUAN DENG(JI)(2022)FT-200159",,Shidao,,9861275,,BZYF3,412549473,"Satelite-based telephony  17498505681","FISH CARRIERS AND REEFERS (FO)",30,,"Length Overall (LOA)",82.15,Meters,"Moulded Depth",,Meters,"Moulded Breadth",14.20,Meters,2449.00,"Gross Register Tonnage (GRT)",2196.00,"Kilowatts (kW)",3930.56m³,,,
448,China,"LU WEI YUAN YU YUN 777",,"(LU) CHUAN DENG(JI)(2021)FT-200007",,Weihai,,8782654,,BBIT7,412331208,"C: 412331208  Satelite-based Telephony: 0087 0773 412 552","FISH CARRIERS AND REEFERS (FO)",21,,"Length Overall (LOA)",97.33,Meters,,8.00,Meters,"Moulded Breadth",16.20,Meters,3563.00,"Gross Register Tonnage (GRT)",3000.00,"Kilowatts (kW)",4272.00m³,,,
709,China,LUPENGYUANYU027,,(LU)CHUANDENG(JI)(2024)FT-200100,,Penglai,,8775649,,BZSD5,412329654,"C: 441220490  Satelite-based Telephony: 17498501356","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",1912.00,"Horse Power (hp)",1420.00m³,150,Ice,"Tons / Day"
712,China,LUPENGYUANYU078,,(LU)CHUANDENG(JI)(2024)FT-200024,,Penglai,,8775675,,BZSD9,412331059,"C: 441221173  Satelite-based Telephony: 17498501357","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1420.00m³,150,Ice,"Tons / Day"
816,China,LUPENGYUANYU089,,(LU)CHUANDENG(JI)(2024)FT-200099,,Penglai,,8775716,,BZSG4,412331148,"C: 441302251  Satelite-based Telephony:17498501359","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1408.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1420.00m³,150,Ice,"Tons / Day"
703,China,LUPENGYUANYU097,,(LU)CHUANDENG(JI)(2022)FT-200223,,Penglai,,8775728,,BZVG,412330931,"C: 412330931  Satelite-based Telephony: 17498504205","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Registered Length",69.90,Meters,,7.40,Meters,"Moulded Breadth",11.30,Meters,1366.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1420.00m³,150,Ice,"Tons / Day"
1624,China,LUPENGYUANYU098,,(LU)CHUANDENG(JI)(2025)FT-200044,,"Peng Lai",,9919797,,BZU6Z,412549292,"C:441221594/441221595  Satelite-based telephony:17498502468","Stick-held dip netters (NS), Hand liner vessels (LH)",60,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",66.90,Meters,"Moulded Depth",7.40,Meters,"Moulded Breadth",11.30,Meters,1523.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1420.00m³,,,
423,China,LURONGYUANYU179,,(LU)CHUANDENG(JI)(2024)FT-200084,,Shidao,,8776344,,BCFC4,412331074,"C: 441221183  telephone: 17498500586","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.87,Meters,,7.30,Meters,"Moulded Breadth",11.60,Meters,1673.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1577.02m³,120,Ice,"Tons / Day"
1398,China,LURONGYUANYU186,,(LU)CHUANDENG(JI)(2023)FT-200113,,Shidao,,9869643,,BZWU8,412336826,"Satelite-based telephony-00870-773253700","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.10,Meters,,6.95,Meters,"Moulded Breadth",10.80,Meters,1388.00,"Gross Register Tonnage (GRT)",1710.00,"Kilowatts (kW)",1376.12m³,,,
1399,China,LURONGYUANYU187,,(LU)CHUANDENG(JI)(2023)FT-200114,,Shidao,,9869655,,BZWU9,412336827,"Satelite-based telephony-telephone:  00870-773254805","Hand liner vessels (LH)",28,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",65.10,Meters,,6.95,Meters,"Moulded Breadth",10.80,Meters,1388.00,"Gross Register Tonnage (GRT)",1710.00,"Kilowatts (kW)",1376.14m³,,,
424,China,LURONGYUANYU279,,(LU)CHUANDENG(JI)(2024)FT-200085,,Shidao,,8776356,,BCFC5,412331075,"C: 441221184  telephone:  17498520096","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.87,Meters,,7.30,Meters,"Moulded Breadth",11.60,Meters,1673.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1577.02m³,120,Ice,"Tons / Day"
425,China,LURONGYUANYU579,,(LU)CHUANDENG(JI)(2023)FT-200182,,Shidao,,8776368,,BBZM5,412329697,"C: 441220635  telephone:17498520095","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.87,Meters,,7.30,Meters,"Moulded Breadth",11.60,Meters,1673.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1577.00m³,60,Ice,"Tons / Day"
426,China,LURONGYUANYU679,,(LU)CHUANDENG(JI)(2023)FT-200181,,Shidao,,8776370,,BBZM6,412329698,"C: 441220634  telephone: 17498500589","Hand liner vessels (LH)",50,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.87,Meters,,7.30,Meters,"Moulded Breadth",11.60,Meters,1673.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1577.00m³,120,Ice,"Tons / Day"
1681,China,LURONGYUANYU708,,(LU)CHUANDENG(JI)(2021)FT-200077,,Shidao,,9841524,,BZTU6,412333344,"Ｃ441201447  Satelite-based telephony17498500627","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.68,Meters,"Moulded Depth",7.00,Meters,"Moulded Breadth",11.30,Meters,1478.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1500.00m³,,,
1682,China,LURONGYUANYU709,,(LU)CHUANDENG(JI)(2021)FT-200073,,Shidao,,9841536,,BZTU7,412333345,"Ｃ441201448    Satelite-based telephony17498500628","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",67.68,Meters,"Moulded Depth",7.00,Meters,"Moulded Breadth",11.30,Meters,1478.00,"Gross Register Tonnage (GRT)",1800.00,"Kilowatts (kW)",1500.00m³,,,
427,China,LURONGYUANYU779,,"(LU)CHUAN DENG(JI) (2022)FT-200130",,Shidao,,8776320,,BBIT9,412328762,"C: 441220119  telephone: 00870773254105","Hand liner vessels (LH)",38,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",67.68,Meters,,7.00,Meters,"Moulded Breadth",11.30,Meters,1491.00,"Gross Register Tonnage (GRT)",1760.00,"Kilowatts (kW)",1799.01m³,120,Ice,"Tons / Day"
591,China,LURONGYUANYU899,,(LU)CHUANDENG(JI)(2023)FT-200098,,Shidao,,8775027,,BBIR2,412329637,"C: 441220638  Satelite-based Telephony: 00870773253524","Stick-held dip netters (NS), Hand liner vessels (LH)",58,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.45,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.60,Meters,1593.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1999.45m³,46,Ice,"Tons / Day"
592,China,LURONGYUANYU998,,(LU)CHUANDENG(JI)(2024)FT-200137,,Weihai,,8775326,,BBIR1,412329638,"C: 441220639  Satelite-based Telephony: 05805851056","Stick-held dip netters (NS), Hand liner vessels (LH)",58,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.45,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.60,Meters,1593.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1999.45m³,46,Ice,"Tons / Day"
1173,China,"LURONGYUANYUYUN 667","NING TAI LENG 6","(LU)CHUAN  DENG (JI)(2024)FT-200089",(ZHE)CHUANDENG(JI)(2020)FT-200156,Shidao,,8779126,,BZV6Y,412420998,"Satelite-based telephony  telephone: 17498500975","FISH CARRIERS AND REEFERS (FO)",50,,"Registered Length",107.90,Meters,"Moulded Depth",9.20,Meters,"Moulded Breadth",16.60,Meters,4506.00,"Gross Register Tonnage (GRT)",3675.00,"Kilowatts (kW)",8178.49m³,,,
1077,China,"LURONGYUANYUYUN 998",,"(LU)CHUAN  DENG (JI)(2024)FT-200052",,Shidao,,9793442,,BCFD5,412331167,"C: 441202239  Satelite-based telephony134 9306 6887","FISH CARRIERS AND REEFERS (FO)",30,,"Registered Length",80.54,Meters,"Moulded Depth",8.00,Meters,"Moulded Breadth",13.60,Meters,2225.00,"Gross Tonnage (GT)",2206.00,"Kilowatts (kW)",,20,Ice,"Tons / Day"
349,China,LURONGYUANYUYUN001,,(LU)CHUANDENG(JI)(2023)FT-200135,,Shidao,,8786478,,BZSU,412331049,"C: 441204847  Satelite-based telephony  01089976943","FISH CARRIERS AND REEFERS (FO)",25,,"Length Overall (LOA)",89.95,Meters,"Moulded Depth",8.00,Meters,"Moulded Breadth",13.60,Meters,2700.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",5795.97m³,,,
1290,China,LURONGYUANYUYUN008,,(LU)CHUANDENG(JI)(2023)FT-200180,,Shidao,,9882803,,BZYM4,412336831,"C-441203026  Satelite-based telephony  17498501353","FISH CARRIERS AND REEFERS (FO)",29,,"Length Overall (LOA)",108.00,Meters,,10.50,Meters,"Moulded Breadth",17.00,Meters,5050.00,"Gross Register Tonnage (GRT)",3000.00,"Kilowatts (kW)",7914.19m³,,,
1355,China,LURONGYUANYUYUN009,,(LU)CHUANDENG(JI)(2021)FT-200078,,Shidao,,8786466,,BCFI9,412331486,"C-441203026  Satelite-based telephony  00870773253784","FISH CARRIERS AND REEFERS (FO)",26,,"Length Overall (LOA)",93.57,Meters,"Moulded Depth",7.60,Meters,"Moulded Breadth",15.80,Meters,3830.00,"Gross Register Tonnage (GRT)",2060.00,"Kilowatts (kW)",5902.75m³,,,
1203,China,LURONGYUANYUYUN177,,(LU)CHUANDENG(JI)(2024)FT-200001,,Shidao,,9860130,,BZTT9,412336769,"C-441203545    Satelite-based telephony-00870773253353","FISH CARRIERS AND REEFERS (FO)",30,,"Length Overall (LOA)",108.00,Meters,,10.50,Meters,"Moulded Breadth",17.00,Meters,5005.00,"Gross Register Tonnage (GRT)",3000.00,"Kilowatts (kW)",8049.48m³,,,
1806,China,LURONGYUANYUYUN668,,(LU)CHUANDENG(JI)(2021)FT-200034,,Shidao,,9931197,,BZ1UP,412549349,"Ｃ441221793  Satelite-based telephony17498505160","FISH CARRIERS AND REEFERS (FO)",35,,"Registered Length",108.05,Meters,"Moulded Depth",10.50,Meters,"Moulded Breadth",17.00,Meters,5160.00,"Gross Register Tonnage (GRT)",2700.00,"Kilowatts (kW)",7596.41m³,,,
1174,China,LURONGYUANYUYUN669,"NING TAI LENG 7",(LU)CHUANDENG(JI)(2024)FT-200138,,Shidao,,9821134,,BZW6E,412421049,"Satelite-based telephony-17498500967","FISH CARRIERS AND REEFERS (FO)",50,,"Registered Length",107.90,Meters,"Moulded Depth",9.20,Meters,"Moulded Breadth",16.60,Meters,4506.00,"Gross Register Tonnage (GRT)",3675.00,"Kilowatts (kW)",8178.49m³,,,
1213,China,LURONGYUANYUYUN777,,(LU)CHUANDENG(JI)(2024)FT-200120,,Shidao,,9819521,,BBIS8,412331211,"C-441202545    Satelite-based telephony-0086881677735203","FISH CARRIERS AND REEFERS (FO)",22,,"Length Overall (LOA)",89.96,Meters,,8.00,Meters,"Moulded Breadth",14.20,Meters,2824.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",5933.64m³,,,
1856,China,LURONGYUANYUYUN898,,(LU)CHUANDENG(JI)(2022)FT-200031,,Shidao,,9961178,,BZTX3,412549527,"Satelite-based telephony17498505550    Other data service/deveices534220","FISH CARRIERS AND REEFERS (FO)",36,,"Length Overall (LOA)",127.37,Meters,"Moulded Depth",11.50,Meters,"Moulded Breadth",19.60,Meters,8141.00,"Gross Register Tonnage (GRT)",4500.00,"Kilowatts (kW)",12572.55m³,,,
604,China,LUWENYUANYU171,,(LU)CHUANDENG(JI)(2022)FT-200227,,Zhangjiabu,,8785888,,BZVD3,412329677,"C: 441220768  Satelite-based Telephony: 17498502209","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.45,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.60,Meters,1624.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1518.30m³,40.5,"Air Blast","Tons / Day"
605,China,LUWENYUANYU172,,(LU)CHUANDENG(JI)(2022)FT-200228,,Zhangjiabu,,8785890,,BZVD4,412329678,"C: 441220936  Satelite-based Telephony: 17498502210","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",71.45,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.60,Meters,1624.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1518.30m³,40.5,"Air Blast","Tons / Day"
606,China,LUWENYUANYU175,,(LU)CHUANDENG(JI)(2024)FT-200018,,Zhangjiabu,,8785905,,BCFF1,412329679,"C: 441201399  Satelite-based Telephony:17498502212","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.97,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.80,Meters,1577.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1862.07m³,40,"Air Blast","Tons / Day"
607,China,LUWENYUANYU176,,(LU)CHUANDENG(JI)(2024)FT-200019,,Zhangjiabu,,8785917,,BCFF2,412329681,"C: 441221195  Satelite-based Telephony:17498502213","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.97,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.80,Meters,1577.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1862.07m³,40,"Air Blast","Tons / Day"
608,China,LUWENYUANYU177,,(LU)CHUANDENG(JI)(2019)FT-200167,,Zhangjiabu,,8785929,,BCFF3,412329682,"C: 441201788  Satelite-based Telephony: 17498503132","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.97,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.80,Meters,1577.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1862.07m³,40,"Air Blast","Tons / Day"
609,China,LUWENYUANYU178,,(LU)CHUANDENG(JI)(2019)FT-200166,,Zhangjiabu,,8785931,,BCFF4,412329683,"C: 441201789  Satelite-based Telephony: 17498502217","Stick-held dip netters (NS), Hand liner vessels (LH)",50,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",70.97,Meters,"Moulded Depth",7.30,Meters,"Moulded Breadth",11.80,Meters,1577.00,"Gross Register Tonnage (GRT)",2100.00,"Kilowatts (kW)",1862.07m³,40.5,"Air Blast","Tons / Day"
1946,China,"MING EN 6",,17DJ0914086,,Zhoushan,,1028504,,BPJX7,413573920,"telephone:  00870773254516","FISH CARRIERS AND REEFERS (FO)",30,,"Length Overall (LOA)",139.98,Meters,"Moulded Depth",10.90,Meters,"Moulded Breadth",20.20,Meters,8313.00,"Gross Register Tonnage (GRT)",4200.00,"Kilowatts (kW)",11050.23m³,,,
1996,China,"MING EN 8","AN XIN 222",17DJ1013890,,Zhoushan,,1050026,,BQAN6,413620990,"C:441305019/441305018  Satelite-based telephony  telephone:00870773906191","FISH CARRIERS AND REEFERS (FO)",30,,"Length Overall (LOA)",136.80,Meters,,11.50,Meters,"Moulded Breadth",19.60,Meters,8391.00,"Gross Register Tonnage (GRT)",4530.00,"Kilowatts (kW)",12435.88m³,,,
1526,China,"MING XIANG 805",,"(ZHE)CHUAN DENG(JI)(2023)FT-200100",,Zhoushan,,9865453,,BZUL9,412421148,"Satelite-based telephony:17497029455","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,728.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",910.90m³,,,
1650,China,"MING XIANG 807",,"(ZHE)CHUAN  DENG (JI)(2023)FT-200103",,Zhoushan,,8782733,,BZ7VC,412420339,"Satelite-based telephony17498504373","Hand liner vessels (LH)",40,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",44.98,Meters,"Moulded Depth",3.80,Meters,"Moulded Breadth",8.00,Meters,477.00,"Gross Register Tonnage (GRT)",735.00,"Kilowatts (kW)",303.00m³,,,
1525,China,"MING XIANG 808",,(ZHE)CHUANDENG(JI)(2023)FT-200085,,Zhoushan,,9865465,,BZUM2,412421168,"Satelite-based telephony:17498500429","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,728.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",910.90m³,,,
1559,China,"MING XIANG 811",,"(ZHE)CHUAN DENG(JI)(2021)FT-200097",,Zhoushan,,9822671,,BZW4J,412421061,"Satelite-based telephony  17498500435  Other data service/deveices300534061648530","Hand liner vessels (LH)",33,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",50.30,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,667.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",784.84m³,,,
1558,China,"MING XIANG 818",,(ZHE)CHUANDENG(JI)(2022)FT-200011,,Zhoushan,,8781301,,BZ5VN,412420809,"Satelite-based telephony  17498500383","Hand liner vessels (LH)",37,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.45,Meters,"Moulded Depth",6.00,Meters,"Moulded Breadth",8.60,Meters,731.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",659.80m³,,,
796,China,"MING XIANG 819",,"(ZHE)CHUAN DENG(JI)(2021)FT-200125",,Zhoushan,,9825908,,BZW5J,412421069,"Satelite-based Telephony: 17498500427","Hand liner vessels (LH)",33,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",50.30,Meters,,4.20,Meters,"Moulded Breadth",8.50,Meters,667.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",785.00m³,15,Ice,"Tons / Day"
1560,China,"MING XIANG 821",,"(ZHE)CHUAN DENG(JI)(2021)FT-200098",,Zhoushan,,9822669,,BZW6J,412421065,"Satelite-based telephony  17498500420  Other data service/deveices300534061572370","Hand liner vessels (LH)",33,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",50.30,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,667.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",784.84m³,,,
1527,China,"MING XIANG 826",,"(ZHE)CHUAN DENG(JI)(2023)FT-200086",,Zhoushan,,9865477,,BZUM3,412421162,"Satelite-based telephony：17498540078","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,728.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",910.90m³,,,
1528,China,"MING XIANG 828",,"(ZHE)CHUAN DENG(JI)(2023)FT-200104",,Zhoushan,,9865489,,BZUM4,412421163,"Satelite-based telephony:17498500430  Ｆ901112114550477","Hand liner vessels (LH)",35,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,728.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",910.90m³,,,
357,China,"MING XIANG 857",,"(ZHE)CHUAN DENG(JI)(2025)FT-200005",,Zhoushan,,8776045,,BZV8U,412420975,"C: 441202098  Satelite-based Telephony: 17498503916","Hand liner vessels (LH)",36,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",51.43,Meters,"Moulded Depth",6.30,Meters,"Moulded Breadth",8.20,Meters,709.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",635.24m³,18,"Air Coil","Tons / Day"
1364,China,"MING XIANG 858",,"(ZHE)CHUAN DENG(JI)(2024)FT-200054",,Zhoushan,,9886550,,BZUA8,412549098,17498502067,"Hand liner vessels (LH)",34,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",59.51,Meters,"Moulded Depth",6.05,Meters,"Moulded Breadth",10.00,Meters,974.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",1034.56m³,30,"Air Coil","Tons / Day"
1561,China,"MING XIANG 868",,(ZHE)CHUANDENG(JI)(2021)FT-200099,,Zhoushan,,9822657,,BZW7J,412421067,"Satelite-based telephony  17498504146","Hand liner vessels (LH)",33,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",53.00,Meters,"Moulded Depth",4.20,Meters,"Moulded Breadth",8.50,Meters,712.00,"Gross Register Tonnage (GRT)",1000.00,"Kilowatts (kW)",850.23m³,,,
1366,China,"MING XIANG 878",,"(ZHE)CHUAN DENG(JI)(2024)FT-200055",,Zhoushan,,9887310,,BZUA9,412549099,17498502068,"Hand liner vessels (LH)",34,"Handlines and hand-operated pole-and-lines (LHP)","Registered Length",59.51,Meters,"Moulded Depth",6.05,Meters,"Moulded Breadth",10.00,Meters,974.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",1034.56m³,30,"Air Coil","Tons / Day"
1463,China,"MING XIANG 889",,"(ZHE)CHUAN DENG(JI)(2024)FT-200268",,Zhoushan,,9907500,,BZU9W,412549165,"Satelite-based telephony -17498504121","Hand liner vessels (LH)",36,"Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",62.30,Meters,,6.20,Meters,"Moulded Breadth",10.00,Meters,1057.00,"Gross Register Tonnage (GRT)",1471.00,"Kilowatts (kW)",780.11m³,,,
1202,China,MINGDA,,(ZHE)CHUANDENG(JI)(2024)FT-200297,,Zhoushan,,8779968,,BKVC8,412401580,"C-441202046  Satelite-based telephony-telephone:17498502157","Stick-held dip netters (NS), Hand liner vessels (LH)",47,"Stick-held dip net (SHDN), Handlines and hand-operated pole-and-lines (LHP)","Length Overall (LOA)",63.00,Meters,,6.70,Meters,"Moulded Breadth",10.80,Meters,971.00,"Gross Register Tonnage (GRT)",1213.00,"Kilowatts (kW)",776.00m³,,,
1960,China,MINGEN7,,17DJ0914126,,Zhoushan,,1037452,,BPNP8,413580570,"C：441304280  Satelite-based telephony  telephone: 00870773253973","FISH CARRIERS AND REEFERS (FO)",30,,"Length Overall (LOA)",139.98,Meters,,10.90,Meters,"Moulded Breadth",20.20,Meters,8313.00,"Gross Register Tonnage (GRT)",4200.00,"Kilowatts (kW)",11050.23m³,,,
753,China,MINGFA,,(ZHE)CHUANDENG(JI)(2024)FT-200296,,Zhoushan,,9160097,,BKUI,412420829,"Satelite-based Telephony:00870-773254558","FISH CARRIERS AND REEFERS (FO)",32,,"Length Overall (LOA)",77.52,Meters,,7.20,Meters,"Moulded Breadth",12.60,Meters,2028.00,"Gross Register Tonnage (GRT)",1324.00,"Kilowatts (kW)",2350.76m³,,,
